query_duration,query_stream_id,query_id,data_scanned,cpu_time
8.701,15,20,2949.12,2732290
6.549,5,5,130.69,19857
2.587,8,22,46.48,138740
3.236,8,6,230.65,122430
4.92,3,8,64.36,67480
7.325,8,21,680.89,791980
5.287,8,8,441.41,472360
3.761,8,16,22.34,229530
6.749,13,8,1955.84,2091880
5.717,15,1,2170.88,8824040
5.251,12,2,265.43,1268450
4.141,3,1,36.89,149560
4.742,8,17,266.05,297010
5.446,3,5,41.06,6619
4.953,8,22,46.48,138740
4.362,8,16,22.34,229530
7.171,8,9,492.09,894950
3.939,8,19,309.56,361060
2.401,8,14,313.68,203000
4.257,3,10,37.8,95110
6.726,8,8,441.41,472360
4.826,15,11,499.78,927480
6.123,9,7,555.72,610900
32.099,19,18,10874.88,73222080
4.056,8,11,89.68,110040
4.421,8,15,630.71,324730
3.335,3,14,52.0,29000
21.873,19,18,10874.88,73222080
3.761,2,15,79.18,46390
3.603,3,1,36.89,149560
4.752,8,11,89.68,110040
8.056,8,8,441.41,472360
7.891,15,20,2949.12,2732290
26.732,19,21,35696.64,40277840
36.931,19,18,10874.88,73222080
9.189,15,21,5560.32,6675260
23.759,19,18,10874.88,73222080
26.388,19,18,10874.88,73222080
3.383,3,14,52.0,29000
5.481,13,16,35.82,1016490
4.736,11,15,1679.36,788630
6.74,13,10,1208.32,2948410
3.589,3,12,33.19,64200
7.031,8,7,373.81,427630
4.326,8,7,373.81,427630
6.827,3,3,38.94,112050
4.976,8,20,358.53,324170
4.467,8,2,79.16,386050
3.633,8,14,313.68,203000
3.97,3,16,3.42,32790
9.831,16,8,5570.56,5735800
6.113,8,13,137.23,1022140
6.103,8,9,492.09,894950
4.641,8,10,266.13,665770
4.883,8,1,258.01,1046920
4.273,8,14,313.68,203000
5.804,8,9,492.09,894950
6.729,8,9,492.09,894950
3.104,3,15,79.18,46390
4.18,8,20,358.53,324170
6.373,3,9,71.45,127850
3.653,3,13,18.72,146020
27.017,19,18,10874.88,73222080
4.056,3,15,79.18,46390
6.833,5,5,130.69,19857
3.76,5,17,110.57,127290
3.489,8,22,46.48,138740
6.976,5,5,130.69,19857
8.012,11,9,1280.0,2173450
10.168,13,7,1616.34,1893790
11.079,19,19,17059.84,18362480
4.444,3,21,80.86,113140
4.595,3,20,53.74,46310
3.289,3,17,45.17,42430
5.972,8,3,274.96,784350
5.12,8,17,266.05,297010
4.413,8,3,274.96,784350
39.272,19,18,10874.88,73222080
6.957,19,6,11724.8,6226440
3.563,3,11,12.18,15720
5.388,8,7,373.81,427630
4.284,8,16,22.34,229530
8.271,8,20,358.53,324170
7.261,8,21,680.89,791980
3.739,8,20,358.53,324170
4.204,3,14,52.0,29000
4.843,5,12,99.52,192600
6.601,3,8,64.36,67480
4.659,16,16,98.11,2787150
4.464,3,11,12.18,15720
3.911,3,19,51.4,51580
5.761,15,14,2775.04,1711000
5.335,8,2,79.16,386050
4.706,3,4,24.68,58190
6.19,8,21,680.89,791980
4.12,8,15,630.71,324730
4.77,8,3,274.96,784350
3.921,8,12,231.89,449400
26.437,19,18,10874.88,73222080
5.49,8,12,231.89,449400
7.186,5,9,200.62,383550
4.727,5,7,150.19,183270
3.388,8,11,89.68,110040
4.776,9,11,142.86,157200
4.742,1,5,41.06,6619
6.892,8,8,441.41,472360
4.742,8,17,266.05,297010
26.301,19,18,10874.88,73222080
10.332,10,9,937.74,1662050
3.632,3,12,33.19,64200
8.35,13,8,1955.84,2091880
3.875,13,6,1021.14,542190
6.387,8,21,680.89,791980
21.417,14,21,4003.84,4865020
3.65,5,15,251.44,139170
9.297,15,5,2744.32,390521
5.854,3,2,10.0,55150
4.986,8,17,266.05,297010
6.59,15,1,2170.88,8824040
5.259,3,16,3.42,32790
5.346,13,19,1413.12,1598980
5.828,15,12,1986.56,3787800
16.317,15,9,4096.0,7543150
3.363,2,1,36.89,149560
4.009,3,17,45.17,42430
5.139,12,13,462.14,3358460
5.198,8,13,137.23,1022140
5.543,8,10,266.13,665770
4.934,8,10,266.13,665770
3.99,13,4,770.67,1803890
3.722,8,11,89.68,110040
6.128,8,7,373.81,427630
3.777,5,22,19.48,59460
4.077,8,19,309.56,361060
7.245,13,15,2662.4,1438090
4.618,13,4,770.67,1803890
31.681,14,21,4003.84,4865020
4.609,8,5,328.42,46333
3.759,8,11,89.68,110040
3.158,3,3,38.94,112050
3.896,8,14,313.68,203000
2.755,3,10,37.8,95110
3.976,3,19,51.4,51580
3.849,8,11,89.68,110040
4.567,8,22,46.48,138740
5.6,8,2,79.16,386050
3.871,8,17,266.05,297010
4.0,8,3,274.96,784350
4.605,5,12,99.52,192600
2.913,3,1,36.89,149560
3.724,3,4,24.68,58190
3.611,3,19,51.4,51580
27.623,19,18,10874.88,73222080
2.876,8,12,231.89,449400
5.361,3,10,37.8,95110
3.546,8,19,309.56,361060
8.039,15,20,2949.12,2732290
5.877,8,9,492.09,894950
3.482,5,19,129.23,154740
3.986,3,16,3.42,32790
33.946,19,18,10874.88,73222080
3.871,3,17,45.17,42430
5.912,8,3,274.96,784350
4.154,8,3,274.96,784350
7.153,8,8,441.41,472360
2.879,8,22,46.48,138740
4.391,8,7,373.81,427630
3.165,5,22,19.48,59460
4.722,8,3,274.96,784350
4.552,8,12,231.89,449400
4.076,8,1,258.01,1046920
3.989,8,3,274.96,784350
2.597,8,4,171.69,407330
4.992,8,17,266.05,297010
2.925,8,22,46.48,138740
3.578,8,14,313.68,203000
4.918,12,16,77.38,754170
7.981,15,3,2375.68,6610950
9.189,13,7,1616.34,1893790
5.412,13,13,623.2,4526620
3.951,3,17,45.17,42430
6.274,8,7,373.81,427630
9.407,16,20,4290.56,3936350
9.478,15,17,2375.68,2503370
6.243,8,8,441.41,472360
3.063,8,6,230.65,122430
3.75,8,16,22.34,229530
3.013,8,6,230.65,122430
5.502,1,8,64.36,67480
7.788,15,15,5140.48,2737010
5.039,15,11,499.78,927480
4.27,8,12,231.89,449400
3.189,3,22,6.29,19820
2.975,8,14,313.68,203000
4.864,3,21,80.86,113140
4.177,3,17,45.17,42430
4.263,8,1,258.01,1046920
15.171,19,10,14151.68,33859160
3.896,8,19,309.56,361060
3.325,8,12,231.89,449400
3.927,8,1,258.01,1046920
6.998,8,8,441.41,472360
4.063,2,22,6.29,19820
5.528,8,8,441.41,472360
8.637,11,7,987.98,1038530
7.478,5,2,39.35,165450
6.289,8,2,79.16,386050
5.361,3,2,10.0,55150
4.18,3,2,10.0,55150
6.675,8,9,492.09,894950
3.339,8,6,230.65,122430
5.909,15,14,2775.04,1711000
4.015,8,15,630.71,324730
7.169,8,8,441.41,472360
2.751,8,13,137.23,1022140
4.749,8,10,266.13,665770
6.239,3,9,71.45,127850
3.164,3,12,33.19,64200
6.319,3,8,64.36,67480
3.018,3,1,36.89,149560
5.432,11,3,672.98,1904850
5.227,3,2,10.0,55150
12.955,15,1,2170.88,8824040
6.198,3,5,41.06,6619
6.498,5,2,39.35,165450
3.337,5,11,42.57,47160
7.792,8,7,373.81,427630
2.834,8,6,230.65,122430
2.643,5,12,99.52,192600
4.544,8,13,137.23,1022140
3.895,8,17,266.05,297010
5.242,15,11,499.78,927480
25.045,19,18,10874.88,73222080
5.024,8,17,266.05,297010
3.37,8,3,274.96,784350
6.673,13,20,1505.28,1435610
3.263,8,1,258.01,1046920
4.647,8,11,89.68,110040
3.738,8,2,79.16,386050
3.875,8,19,309.56,361060
9.931,8,21,680.89,791980
6.285,8,7,373.81,427630
5.599,8,20,358.53,324170
4.229,8,14,313.68,203000
4.253,8,19,309.56,361060
3.925,8,11,89.68,110040
3.007,8,12,231.89,449400
31.707,19,18,10874.88,73222080
6.218,15,13,1198.08,8615180
5.909,8,22,46.48,138740
3.38,5,4,73.68,174570
6.87,19,16,412.0,11673240
6.727,3,9,71.45,127850
24.817,19,18,10874.88,73222080
3.152,3,6,32.98,17490
4.283,3,7,47.45,61090
2.657,8,12,231.89,449400
4.38,3,21,80.86,113140
3.736,3,20,53.74,46310
4.523,3,22,6.29,19820
3.617,8,15,630.71,324730
5.322,8,2,79.16,386050
3.697,8,12,231.89,449400
14.029,16,17,3420.16,3606550
6.212,3,5,41.06,6619
28.778,19,18,10874.88,73222080
5.544,2,9,71.45,127850
4.169,8,2,79.16,386050
6.027,8,21,680.89,791980
4.262,5,15,251.44,139170
6.427,5,5,130.69,19857
3.796,8,10,266.13,665770
3.588,8,15,630.71,324730
7.611,14,21,4003.84,4865020
1.869,8,1,258.01,1046920
2.921,8,15,630.71,324730
5.1,8,16,22.34,229530
5.224,8,10,266.13,665770
5.345,5,21,263.47,339420
6.123,8,7,373.81,427630
2.762,3,19,51.4,51580
4.048,5,14,131.05,87000
5.063,3,2,10.0,55150
2.875,3,4,24.68,58190
22.608,19,18,10874.88,73222080
3.479,8,15,630.71,324730
3.215,3,4,24.68,58190
7.164,8,9,492.09,894950
4.898,8,16,22.34,229530
5.223,1,2,10.0,55150
4.01,8,16,22.34,229530
3.237,5,15,251.44,139170
6.294,5,20,142.84,138930
6.404,5,16,11.25,98370
5.026,3,7,47.45,61090
4.322,15,1,2170.88,8824040
3.321,3,4,24.68,58190
3.833,8,19,309.56,361060
5.477,8,11,89.68,110040
3.929,3,13,18.72,146020
3.844,8,10,266.13,665770
5.301,8,7,373.81,427630
5.444,8,15,630.71,324730
6.735,8,7,373.81,427630
3.557,8,22,46.48,138740
3.863,8,3,274.96,784350
5.735,8,2,79.16,386050
3.49,5,1,110.61,448680
3.47,8,13,137.23,1022140
4.423,5,17,110.57,127290
3.421,5,12,99.52,192600
3.58,5,11,42.57,47160
3.434,13,4,770.67,1803890
17.263,19,12,11960.32,22855200
2.991,3,11,12.18,15720
4.199,3,12,33.19,64200
3.876,5,15,251.44,139170
5.498,13,15,2662.4,1438090
5.066,15,11,499.78,927480
6.745,11,11,202.01,267240
5.108,8,17,266.05,297010
4.636,3,14,52.0,29000
5.407,8,16,22.34,229530
3.405,8,22,46.48,138740
5.312,8,11,89.68,110040
3.921,8,4,171.69,407330
3.577,8,12,231.89,449400
4.22,8,11,89.68,110040
12.091,15,20,2949.12,2732290
5.057,5,20,142.84,138930
3.339,5,6,98.91,52470
2.333,8,6,230.65,122430
4.805,3,19,51.4,51580
7.23,13,2,220.36,1709650
6.978,8,21,680.89,791980
9.063,15,20,2949.12,2732290
2.767,3,22,6.29,19820
3.779,8,19,309.56,361060
4.875,3,10,37.8,95110
5.146,3,21,80.86,113140
5.093,15,14,2775.04,1711000
3.037,3,14,52.0,29000
4.923,14,13,870.54,6278860
33.936,16,21,8151.04,9616900
3.447,8,12,231.89,449400
6.069,8,2,79.16,386050
3.35,3,1,36.89,149560
3.495,8,3,274.96,784350
2.7,8,14,313.68,203000
5.244,8,20,358.53,324170
3.198,8,4,171.69,407330
2.816,8,4,171.69,407330
3.573,5,4,73.68,174570
5.469,8,20,358.53,324170
4.525,3,14,52.0,29000
3.487,2,12,33.19,64200
2.364,3,1,36.89,149560
4.198,3,2,10.0,55150
3.656,3,3,38.94,112050
9.269,15,9,4096.0,7543150
4.434,9,14,448.46,290000
10.787,13,3,1239.04,3473550
6.237,5,11,42.57,47160
4.349,1,3,38.94,112050
6.194,13,2,220.36,1709650
4.868,3,5,41.06,6619
3.073,5,22,19.48,59460
4.318,8,11,89.68,110040
4.298,3,12,33.19,64200
5.071,3,20,53.74,46310
4.562,8,12,231.89,449400
24.732,19,18,10874.88,73222080
25.894,19,18,10874.88,73222080
4.463,13,12,1034.24,1990200
4.269,8,17,266.05,297010
3.791,8,11,89.68,110040
5.176,8,15,630.71,324730
28.718,19,18,10874.88,73222080
5.929,8,7,373.81,427630
5.196,13,14,1433.66,899000
6.22,11,7,987.98,1038530
4.606,15,19,2744.32,3043220
5.249,14,12,1433.6,2760600
4.197,8,11,89.68,110040
5.654,8,21,680.89,791980
9.265,8,8,441.41,472360
3.404,8,22,46.48,138740
4.555,8,16,22.34,229530
5.378,8,10,266.13,665770
5.197,8,2,79.16,386050
4.446,8,13,137.23,1022140
5.586,8,16,22.34,229530
3.788,5,15,251.44,139170
22.746,19,18,10874.88,73222080
6.356,1,8,64.36,67480
4.118,9,19,442.65,515800
4.326,8,10,266.13,665770
3.936,8,3,274.96,784350
4.176,3,19,51.4,51580
4.564,3,21,80.86,113140
2.625,3,1,36.89,149560
3.778,3,20,53.74,46310
3.894,8,20,358.53,324170
3.838,2,13,18.72,146020
3.538,8,13,137.23,1022140
4.074,8,1,258.01,1046920
5.254,8,21,680.89,791980
4.366,13,6,1021.14,542190
3.416,8,22,46.48,138740
3.483,3,1,36.89,149560
6.779,13,10,1208.32,2948410
4.208,3,17,45.17,42430
4.365,8,15,630.71,324730
4.865,10,2,95.47,716950
5.007,3,5,41.06,6619
4.405,8,17,266.05,297010
2.803,8,3,274.96,784350
22.669,19,18,10874.88,73222080
8.092,16,10,3348.48,8084350
4.781,15,4,1474.56,3433210
4.187,8,16,22.34,229530
7.725,13,15,2662.4,1438090
3.546,3,15,79.18,46390
3.637,8,1,258.01,1046920
3.772,8,19,309.56,361060
3.824,8,14,313.68,203000
3.775,3,15,79.18,46390
4.532,8,11,89.68,110040
3.184,8,11,89.68,110040
3.96,3,16,3.42,32790
3.662,8,4,171.69,407330
5.32,8,3,274.96,784350
3.729,3,16,3.42,32790
4.367,8,20,358.53,324170
4.045,8,3,274.96,784350
4.645,6,20,193.99,185240
5.112,8,16,22.34,229530
6.73,8,21,680.89,791980
6.546,8,7,373.81,427630
3.917,8,1,258.01,1046920
7.13,13,3,1239.04,3473550
25.294,19,18,10874.88,73222080
3.85,6,10,152.73,380440
3.819,8,16,22.34,229530
5.951,8,7,373.81,427630
3.462,8,11,89.68,110040
5.048,8,3,274.96,784350
4.114,8,15,630.71,324730
5.437,8,11,89.68,110040
25.972,19,18,10874.88,73222080
3.74,8,16,22.34,229530
3.229,3,6,32.98,17490
3.37,3,4,24.68,58190
23.394,19,18,10874.88,73222080
4.556,3,12,33.19,64200
3.521,13,4,770.67,1803890
15.156,16,21,8151.04,9616900
3.556,8,1,258.01,1046920
3.294,8,19,309.56,361060
4.051,8,1,258.01,1046920
4.999,8,19,309.56,361060
6.932,8,5,328.42,46333
3.739,5,1,110.61,448680
6.121,8,3,274.96,784350
3.192,3,12,33.19,64200
28.497,19,7,19733.67,21748040
3.572,8,19,309.56,361060
4.254,8,11,89.68,110040
3.924,3,10,37.8,95110
4.052,8,12,231.89,449400
6.209,13,12,1034.24,1990200
9.418,15,9,4096.0,7543150
6.63,8,8,441.41,472360
10.353,15,17,2375.68,2503370
3.152,8,4,171.69,407330
3.727,8,22,46.48,138740
5.925,3,9,71.45,127850
5.041,8,5,328.42,46333
3.768,5,1,110.61,448680
6.404,8,5,328.42,46333
2.924,8,19,309.56,361060
4.694,1,2,10.0,55150
7.334,11,3,672.98,1904850
3.783,8,12,231.89,449400
4.387,8,2,79.16,386050
4.536,3,20,53.74,46310
4.135,6,16,14.98,131160
5.694,8,8,441.41,472360
4.683,8,10,266.13,665770
4.29,8,1,258.01,1046920
2.449,3,16,3.42,32790
2.841,3,4,24.68,58190
24.514,19,18,10874.88,73222080
7.991,8,8,441.41,472360
3.388,8,12,231.89,449400
5.648,3,2,10.0,55150
2.931,6,22,26.17,79280
7.586,8,8,441.41,472360
4.508,3,16,3.42,32790
4.41,6,17,149.32,169720
5.295,3,16,3.42,32790
4.226,6,3,157.65,448200
5.25,6,20,193.99,185240
6.0,6,15,339.06,185560
4.638,8,13,137.23,1022140
4.078,8,20,358.53,324170
3.897,8,14,313.68,203000
4.295,8,1,258.01,1046920
6.235,5,20,142.84,138930
8.204,13,13,623.2,4526620
5.266,3,20,53.74,46310
6.334,5,8,175.68,202440
2.719,6,14,176.48,116000
5.876,6,10,152.73,380440
4.997,13,14,1433.66,899000
5.111,6,21,360.24,452560
36.169,19,18,10874.88,73222080
2.465,8,6,230.65,122430
4.907,15,1,2170.88,8824040
3.539,3,17,45.17,42430
6.168,16,12,2856.96,5457000
4.7,8,15,630.71,324730
3.554,8,6,230.65,122430
28.04,19,9,25948.16,45514600
6.393,8,9,492.09,894950
10.576,8,21,680.89,791980
4.37,8,11,89.68,110040
6.838,13,20,1505.28,1435610
4.023,5,3,117.33,336150
4.62,3,7,47.45,61090
3.484,3,4,24.68,58190
4.622,6,17,149.32,169720
4.124,6,22,26.17,79280
4.477,2,16,3.42,32790
4.246,6,5,177.64,26476
3.644,8,11,89.68,110040
4.621,5,11,42.57,47160
28.644,19,18,10874.88,73222080
2.59,3,14,52.0,29000
6.673,8,9,492.09,894950
3.425,8,15,630.71,324730
3.771,6,17,149.32,169720
5.507,15,16,68.05,1934610
3.42,8,14,313.68,203000
3.129,8,19,309.56,361060
30.548,19,18,10874.88,73222080
7.99,8,8,441.41,472360
5.764,8,21,680.89,791980
5.607,3,9,71.45,127850
19.422,15,9,4096.0,7543150
5.313,3,21,80.86,113140
3.794,5,17,110.57,127290
6.688,6,7,203.54,244360
7.009,5,7,150.19,183270
5.742,13,11,266.54,487320
8.735,11,21,1873.92,1923380
27.762,19,18,10874.88,73222080
4.3,8,12,231.89,449400
4.814,8,3,274.96,784350
4.089,3,11,12.18,15720
6.81,8,5,328.42,46333
23.407,19,18,10874.88,73222080
3.57,6,12,133.42,256800
6.151,8,8,441.41,472360
3.709,8,16,22.34,229530
3.052,8,14,313.68,203000
4.674,8,1,258.01,1046920
3.488,6,22,26.17,79280
4.791,3,20,53.74,46310
4.292,6,15,339.06,185560
2.329,6,19,174.19,206320
4.059,3,16,3.42,32790
23.606,19,18,10874.88,73222080
3.76,3,17,45.17,42430
5.31,6,20,193.99,185240
5.215,1,20,53.74,46310
1.798,3,22,6.29,19820
27.703,19,18,10874.88,73222080
10.191,16,5,4014.08,562615
3.689,8,19,309.56,361060
2.951,8,6,230.65,122430
4.359,8,11,89.68,110040
5.224,8,17,266.05,297010
3.641,8,3,274.96,784350
5.072,8,15,630.71,324730
6.841,8,3,274.96,784350
3.755,8,6,230.65,122430
4.018,3,4,24.68,58190
4.52,8,19,309.56,361060
3.516,8,20,358.53,324170
5.733,8,21,680.89,791980
3.244,8,22,46.48,138740
2.581,3,6,32.98,17490
11.638,13,3,1239.04,3473550
3.829,8,12,231.89,449400
3.353,3,22,6.29,19820
14.563,19,12,11960.32,22855200
5.582,3,5,41.06,6619
4.038,3,11,12.18,15720
6.565,8,8,441.41,472360
3.479,8,19,309.56,361060
4.656,8,7,373.81,427630
4.267,8,16,22.34,229530
5.544,8,2,79.16,386050
4.682,8,13,137.23,1022140
3.224,8,4,171.69,407330
4.507,8,3,274.96,784350
4.6,3,7,47.45,61090
3.817,0,11,12.18,15720
3.601,2,19,51.4,51580
3.538,5,15,251.44,139170
3.71,5,12,99.52,192600
3.915,8,1,258.01,1046920
8.044,8,2,79.16,386050
7.824,8,8,441.41,472360
5.343,8,5,328.42,46333
5.233,5,11,42.57,47160
5.414,8,20,358.53,324170
6.812,8,8,441.41,472360
4.161,3,14,52.0,29000
5.57,8,3,274.96,784350
3.464,3,11,12.18,15720
5.866,8,2,79.16,386050
5.278,8,1,258.01,1046920
5.555,8,17,266.05,297010
4.714,8,7,373.81,427630
6.254,8,21,680.89,791980
3.808,15,14,2775.04,1711000
7.612,8,5,328.42,46333
5.728,11,10,652.68,1616870
4.204,8,1,258.01,1046920
5.998,3,20,53.74,46310
6.408,3,20,53.74,46310
5.556,8,16,22.34,229530
5.979,13,2,220.36,1709650
6.004,13,19,1413.12,1598980
2.997,5,1,110.61,448680
11.421,15,15,5140.48,2737010
4.683,3,22,6.29,19820
3.459,8,19,309.56,361060
6.276,8,5,328.42,46333
4.692,3,19,51.4,51580
3.464,1,14,52.0,29000
6.925,5,3,117.33,336150
3.938,0,4,24.68,58190
6.336,5,7,150.19,183270
6.469,3,10,37.8,95110
6.201,13,10,1208.32,2948410
6.203,8,20,358.53,324170
7.723,3,20,53.74,46310
6.54,19,11,3000.32,5596320
31.287,19,9,25948.16,45514600
5.599,8,22,46.48,138740
24.235,19,18,10874.88,73222080
3.725,8,12,231.89,449400
14.297,15,21,5560.32,6675260
4.17,8,3,274.96,784350
5.104,8,1,258.01,1046920
6.993,8,3,274.96,784350
4.487,16,16,98.11,2787150
2.98,8,6,230.65,122430
3.695,8,6,230.65,122430
6.396,11,7,987.98,1038530
5.64,5,9,200.62,383550
4.875,3,2,10.0,55150
7.068,5,20,142.84,138930
6.755,8,20,358.53,324170
6.784,8,20,358.53,324170
14.426,8,1,258.01,1046920
4.879,8,20,358.53,324170
3.831,8,16,22.34,229530
5.183,3,21,80.86,113140
3.899,8,22,46.48,138740
5.001,3,9,71.45,127850
5.743,8,20,358.53,324170
3.603,3,15,79.18,46390
1.765,2,12,33.19,64200
4.547,5,12,99.52,192600
5.852,8,5,328.42,46333
7.121,18,15,18104.32,9370780
3.569,8,16,22.34,229530
11.614,8,5,328.42,46333
5.328,8,5,328.42,46333
6.074,8,3,274.96,784350
6.347,8,8,441.41,472360
5.812,8,7,373.81,427630
8.079,8,5,328.42,46333
4.482,8,17,266.05,297010
14.3,13,21,2856.96,3507340
3.733,9,12,330.81,642000
7.493,11,7,987.98,1038530
3.121,3,4,24.68,58190
7.004,8,8,441.41,472360
4.969,0,2,10.0,55150
3.408,8,14,313.68,203000
5.116,1,9,71.45,127850
5.268,8,12,231.89,449400
4.313,8,14,313.68,203000
8.974,16,2,593.59,4687750
5.367,3,5,41.06,6619
4.692,5,12,99.52,192600
3.588,8,19,309.56,361060
7.33,8,7,373.81,427630
6.558,5,8,175.68,202440
3.085,8,1,258.01,1046920
5.669,5,7,150.19,183270
37.542,19,18,10874.88,73222080
5.878,8,8,441.41,472360
6.476,8,5,328.42,46333
9.238,8,8,441.41,472360
6.254,8,5,328.42,46333
2.815,8,6,230.65,122430
4.48,5,20,142.84,138930
4.358,3,20,53.74,46310
5.936,8,8,441.41,472360
4.737,8,6,230.65,122430
4.288,8,20,358.53,324170
13.41,19,1,13117.44,53243360
3.123,8,6,230.65,122430
6.84,8,17,266.05,297010
3.567,5,14,131.05,87000
3.287,3,12,33.19,64200
6.596,10,10,497.0,1236430
22.882,19,18,10874.88,73222080
3.499,8,11,89.68,110040
3.901,8,15,630.71,324730
9.766,13,13,623.2,4526620
4.738,5,20,142.84,138930
4.067,8,10,266.13,665770
3.747,5,4,73.68,174570
7.039,8,8,441.41,472360
4.56,8,16,22.34,229530
3.886,8,19,309.56,361060
3.032,8,1,258.01,1046920
4.414,8,17,266.05,297010
3.732,5,21,263.47,339420
8.183,8,8,441.41,472360
4.809,2,16,3.42,32790
4.502,8,10,266.13,665770
5.979,8,10,266.13,665770
3.104,1,20,53.74,46310
7.771,8,9,492.09,894950
32.147,19,18,10874.88,73222080
4.129,8,19,309.56,361060
4.034,8,12,231.89,449400
3.537,8,3,274.96,784350
3.641,8,19,309.56,361060
3.926,8,14,313.68,203000
13.293,8,9,492.09,894950
2.808,1,14,52.0,29000
12.297,13,9,2109.44,3963350
3.269,3,1,36.89,149560
3.758,0,10,37.8,95110
4.14,13,1,1146.88,4636360
25.767,19,18,10874.88,73222080
1.832,8,22,46.48,138740
3.431,8,6,230.65,122430
6.42,8,21,680.89,791980
2.972,8,12,231.89,449400
4.357,8,14,313.68,203000
6.484,8,15,630.71,324730
2.806,3,12,33.19,64200
11.744,16,15,7495.68,3943150
18.798,19,20,19015.68,16486360
4.049,8,11,89.68,110040
7.915,18,19,9543.68,10419160
2.96,8,6,230.65,122430
5.471,3,20,53.74,46310
4.568,8,15,630.71,324730
5.346,5,21,263.47,339420
5.759,3,12,33.19,64200
3.941,5,1,110.61,448680
5.081,15,22,425.06,1169380
4.059,8,16,22.34,229530
2.876,3,6,32.98,17490
4.879,3,5,41.06,6619
42.971,19,18,10874.88,73222080
6.285,8,9,492.09,894950
3.006,8,1,258.01,1046920
5.108,3,10,37.8,95110
23.739,19,18,10874.88,73222080
3.174,8,19,309.56,361060
7.417,8,5,328.42,46333
2.775,3,6,32.98,17490
3.133,8,22,46.48,138740
5.627,8,2,79.16,386050
3.029,5,13,58.1,438060
2.34,3,4,24.68,58190
2.944,2,14,52.0,29000
2.832,3,14,52.0,29000
11.449,18,12,6789.12,12968400
6.784,15,20,2949.12,2732290
3.608,3,12,33.19,64200
2.229,3,1,36.89,149560
6.04,15,19,2744.32,3043220
26.1,19,18,10874.88,73222080
3.69,5,15,251.44,139170
4.37,5,13,58.1,438060
4.69,3,10,37.8,95110
5.02,13,15,2662.4,1438090
3.746,3,17,45.17,42430
3.385,3,15,79.18,46390
6.355,15,2,412.6,3253850
3.507,8,16,22.34,229530
37.323,19,18,10874.88,73222080
5.064,5,14,131.05,87000
10.663,19,1,13117.44,53243360
3.63,8,19,309.56,361060
3.563,11,16,48.77,557430
4.631,8,3,274.96,784350
4.632,15,19,2744.32,3043220
3.229,5,12,99.52,192600
2.848,1,12,33.19,64200
4.002,8,16,22.34,229530
5.662,5,5,130.69,19857
4.523,3,4,24.68,58190
6.313,8,21,680.89,791980
5.305,13,13,623.2,4526620
4.206,8,7,373.81,427630
3.566,3,13,18.72,146020
4.766,8,10,266.13,665770
4.067,8,14,313.68,203000
6.366,16,13,1740.8,12411700
34.832,19,18,10874.88,73222080
4.516,8,4,171.69,407330
3.528,8,22,46.48,138740
5.735,13,2,220.36,1709650
6.411,13,3,1239.04,3473550
6.491,8,21,680.89,791980
5.775,8,11,89.68,110040
5.698,8,20,358.53,324170
6.015,8,5,328.42,46333
5.365,5,11,42.57,47160
3.629,3,12,33.19,64200
3.342,8,15,630.71,324730
4.828,8,15,630.71,324730
5.394,8,22,46.48,138740
4.365,8,3,274.96,784350
6.375,8,8,441.41,472360
5.307,3,7,47.45,61090
4.239,9,1,368.43,1495600
5.183,2,21,80.86,113140
6.57,8,2,79.16,386050
12.132,16,20,4290.56,3936350
3.232,5,13,58.1,438060
17.984,18,5,9717.76,1337038
3.068,3,16,3.42,32790
7.268,13,20,1505.28,1435610
5.993,3,20,53.74,46310
3.876,8,12,231.89,449400
5.886,8,5,328.42,46333
5.873,8,2,79.16,386050
3.373,8,13,137.23,1022140
5.919,8,9,492.09,894950
3.965,3,10,37.8,95110
4.592,8,13,137.23,1022140
10.781,15,9,4096.0,7543150
3.161,8,14,313.68,203000
4.678,8,2,79.16,386050
5.037,8,10,266.13,665770
3.849,8,11,89.68,110040
6.487,8,5,328.42,46333
6.112,8,11,89.68,110040
4.031,8,11,89.68,110040
3.461,8,13,137.23,1022140
16.729,19,2,2478.08,19633400
5.141,8,3,274.96,784350
6.147,8,5,328.42,46333
3.435,8,14,313.68,203000
3.158,2,12,33.19,64200
4.771,8,21,680.89,791980
3.199,1,6,32.98,17490
4.464,8,17,266.05,297010
3.856,8,6,230.65,122430
3.358,8,11,89.68,110040
4.469,8,15,630.71,324730
3.025,3,6,32.98,17490
6.185,3,5,41.06,6619
5.092,11,12,563.11,1091400
4.265,5,16,11.25,98370
4.09,3,17,45.17,42430
5.101,8,5,328.42,46333
4.679,8,20,358.53,324170
3.892,3,15,79.18,46390
4.901,3,5,41.06,6619
10.135,15,17,2375.68,2503370
4.173,3,10,37.8,95110
6.596,5,9,200.62,383550
15.836,19,20,19015.68,16486360
4.114,8,5,328.42,46333
6.631,8,8,441.41,472360
4.644,1,6,32.98,17490
4.512,5,16,11.25,98370
16.001,18,5,9717.76,1337038
6.083,8,2,79.16,386050
27.09,19,18,10874.88,73222080
26.643,19,18,10874.88,73222080
5.406,8,20,358.53,324170
11.458,15,9,4096.0,7543150
3.282,8,19,309.56,361060
4.855,8,3,274.96,784350
4.58,5,17,110.57,127290
4.805,8,10,266.13,665770
5.082,3,20,53.74,46310
29.729,19,18,10874.88,73222080
5.214,15,6,1945.6,1031910
4.915,8,5,328.42,46333
