query_duration,query_stream_id,query_id,data_scanned,cpu_time
3.492,3,19,51.4,51580
2.424,3,14,52.0,29000
5.365,3,9,71.45,127850
6.434,11,7,987.98,1038530
4.131,2,20,53.74,46310
3.93,3,22,6.29,19820
4.6,3,13,18.72,146020
3.783,8,15,630.71,324730
4.15,5,20,142.84,138930
6.436,10,2,95.47,716950
8.656,16,7,4552.35,5192650
4.54,8,17,266.05,297010
3.63,8,22,46.48,138740
5.588,8,21,680.89,791980
4.633,8,16,22.34,229530
4.288,8,4,171.69,407330
3.521,8,19,309.56,361060
5.113,8,11,89.68,110040
5.236,13,12,1034.24,1990200
4.466,8,16,22.34,229530
5.062,15,1,2170.88,8824040
7.685,8,8,441.41,472360
30.282,19,18,10874.88,73222080
6.649,13,20,1505.28,1435610
4.271,3,20,53.74,46310
6.586,7,21,458.61,565700
6.639,8,8,441.41,472360
2.782,8,22,46.48,138740
4.199,15,22,425.06,1169380
3.238,8,14,313.68,203000
5.108,8,1,258.01,1046920
4.471,8,10,266.13,665770
4.51,8,3,274.96,784350
4.59,3,20,53.74,46310
4.981,13,19,1413.12,1598980
2.831,3,14,52.0,29000
3.821,8,4,171.69,407330
30.718,19,18,10874.88,73222080
4.489,8,10,266.13,665770
3.445,8,19,309.56,361060
3.791,11,13,340.48,2482340
5.148,8,2,79.16,386050
4.646,8,14,313.68,203000
4.32,8,1,258.01,1046920
2.786,3,1,36.89,149560
3.464,3,4,24.68,58190
3.139,8,13,137.23,1022140
4.688,8,16,22.34,229530
3.937,3,12,33.19,64200
5.321,3,20,53.74,46310
5.002,2,21,80.86,113140
5.977,8,2,79.16,386050
5.118,9,5,490.83,66190
6.239,8,9,492.09,894950
6.129,8,10,266.13,665770
3.591,3,13,18.72,146020
6.219,8,21,680.89,791980
4.183,8,19,309.56,361060
3.341,3,16,3.42,32790
5.976,8,9,492.09,894950
4.378,8,7,373.81,427630
4.833,8,7,373.81,427630
4.702,5,20,142.84,138930
23.981,19,18,10874.88,73222080
4.791,5,10,113.55,285330
4.967,3,5,41.06,6619
4.62,8,12,231.89,449400
8.906,15,4,1474.56,3433210
4.103,3,10,37.8,95110
2.57,8,3,274.96,784350
4.334,8,14,313.68,203000
4.049,15,4,1474.56,3433210
5.485,8,5,328.42,46333
3.161,3,4,24.68,58190
3.161,8,6,230.65,122430
3.481,8,16,22.34,229530
4.408,15,16,68.05,1934610
4.684,8,20,358.53,324170
2.802,8,6,230.65,122430
10.143,16,9,5949.44,10867250
3.656,3,7,47.45,61090
8.772,8,9,492.09,894950
2.076,8,14,313.68,203000
7.36,13,10,1208.32,2948410
6.808,8,20,358.53,324170
3.823,8,22,46.48,138740
3.704,13,4,770.67,1803890
7.697,8,21,680.89,791980
5.247,3,3,38.94,112050
7.528,11,21,1873.92,1923380
8.186,3,8,64.36,67480
6.071,15,11,499.78,927480
7.211,8,8,441.41,472360
6.053,8,20,358.53,324170
4.654,8,11,89.68,110040
4.125,8,14,313.68,203000
5.587,15,15,5140.48,2737010
2.989,8,6,230.65,122430
25.774,19,18,10874.88,73222080
2.472,2,6,32.98,17490
5.753,8,5,328.42,46333
5.326,3,2,10.0,55150
9.027,15,17,2375.68,2503370
5.68,8,21,680.89,791980
4.098,7,13,98.49,730100
3.473,8,1,258.01,1046920
4.678,8,16,22.34,229530
5.297,8,10,266.13,665770
3.768,8,14,313.68,203000
4.477,8,20,358.53,324170
5.203,3,8,64.36,67480
10.738,13,9,2109.44,3963350
3.041,8,22,46.48,138740
4.935,3,3,38.94,112050
4.701,8,6,230.65,122430
5.009,3,20,53.74,46310
3.783,3,4,24.68,58190
25.148,19,18,10874.88,73222080
3.737,5,15,251.44,139170
3.466,13,6,1021.14,542190
4.982,13,12,1034.24,1990200
3.822,8,20,358.53,324170
3.728,3,14,52.0,29000
6.888,3,8,64.36,67480
5.961,16,19,3952.64,4384300
22.812,19,18,10874.88,73222080
4.64,3,2,10.0,55150
5.608,3,9,71.45,127850
5.047,8,11,89.68,110040
5.476,3,8,64.36,67480
4.431,8,11,89.68,110040
6.294,13,2,220.36,1709650
5.209,3,21,80.86,113140
6.133,5,5,130.69,19857
3.479,3,15,79.18,46390
2.943,3,19,51.4,51580
3.032,3,19,51.4,51580
3.466,5,14,131.05,87000
4.529,8,1,258.01,1046920
8.976,11,9,1280.0,2173450
5.198,8,20,358.53,324170
3.45,5,14,131.05,87000
5.618,5,9,200.62,383550
3.72,8,12,231.89,449400
6.379,5,7,150.19,183270
3.419,8,14,313.68,203000
4.744,8,20,358.53,324170
7.283,8,8,441.41,472360
6.002,15,1,2170.88,8824040
5.647,5,17,110.57,127290
4.154,3,16,3.42,32790
6.315,8,5,328.42,46333
5.405,3,5,41.06,6619
6.759,8,8,441.41,472360
4.548,3,20,53.74,46310
4.928,8,2,79.16,386050
3.944,8,11,89.68,110040
5.938,8,5,328.42,46333
3.598,8,1,258.01,1046920
7.525,3,10,37.8,95110
4.599,3,9,71.45,127850
5.861,8,7,373.81,427630
3.994,5,6,98.91,52470
4.133,5,19,129.23,154740
5.144,8,7,373.81,427630
26.399,19,18,10874.88,73222080
2.787,8,19,309.56,361060
4.031,8,16,22.34,229530
25.682,19,18,10874.88,73222080
5.162,8,17,266.05,297010
6.131,3,8,64.36,67480
4.068,8,15,630.71,324730
5.35,8,22,46.48,138740
6.175,9,2,127.65,551500
3.559,5,12,99.52,192600
3.288,5,12,99.52,192600
3.649,8,19,309.56,361060
4.025,2,7,47.45,61090
4.032,3,12,33.19,64200
4.408,2,16,3.42,32790
3.995,15,6,1945.6,1031910
6.617,8,8,441.41,472360
5.016,8,17,266.05,297010
5.413,3,9,71.45,127850
6.028,8,21,680.89,791980
6.998,8,8,441.41,472360
8.132,8,9,492.09,894950
6.256,8,21,680.89,791980
4.156,8,1,258.01,1046920
5.897,8,10,266.13,665770
25.433,19,18,10874.88,73222080
5.97,6,5,177.64,26476
3.134,3,19,51.4,51580
27.082,19,18,10874.88,73222080
4.736,6,20,193.99,185240
2.358,8,4,171.69,407330
7.269,13,17,1218.56,1315330
5.127,8,21,680.89,791980
5.119,8,22,46.48,138740
6.859,8,8,441.41,472360
32.761,19,18,10874.88,73222080
2.999,8,13,137.23,1022140
3.386,8,1,258.01,1046920
5.397,3,11,12.18,15720
5.014,6,10,152.73,380440
3.915,3,3,38.94,112050
4.127,6,11,55.99,62880
31.59,19,18,10874.88,73222080
3.091,6,12,133.42,256800
4.695,8,7,373.81,427630
4.845,8,20,358.53,324170
5.988,6,2,52.17,220600
2.947,6,1,147.37,598240
4.531,8,14,313.68,203000
5.139,8,20,358.53,324170
7.981,8,9,492.09,894950
3.966,5,3,117.33,336150
6.297,8,3,274.96,784350
8.639,6,8,239.5,269920
7.033,6,2,52.17,220600
3.118,8,22,46.48,138740
3.679,8,2,79.16,386050
4.205,6,7,203.54,244360
7.204,8,21,680.89,791980
8.313,16,2,593.59,4687750
4.012,3,10,37.8,95110
2.035,3,4,24.68,58190
31.168,19,18,10874.88,73222080
3.9,3,1,36.89,149560
3.64,11,16,48.77,557430
7.476,15,17,2375.68,2503370
4.206,8,1,258.01,1046920
6.062,6,8,239.5,269920
4.273,3,21,80.86,113140
4.948,6,21,360.24,452560
22.854,19,18,10874.88,73222080
3.157,8,22,46.48,138740
3.131,8,22,46.48,138740
3.435,8,19,309.56,361060
3.779,6,15,339.06,185560
5.678,6,5,177.64,26476
3.51,3,19,51.4,51580
4.319,8,17,266.05,297010
3.847,3,14,52.0,29000
6.272,6,9,272.38,511400
3.97,6,1,147.37,598240
6.412,8,3,274.96,784350
6.989,8,7,373.81,427630
5.43,13,3,1239.04,3473550
9.879,16,15,7495.68,3943150
4.768,5,10,113.55,285330
4.186,6,4,99.05,232760
4.153,11,15,1679.36,788630
4.038,13,22,218.97,614420
5.862,6,8,239.5,269920
3.946,8,22,46.48,138740
3.054,8,14,313.68,203000
4.858,8,11,89.68,110040
4.723,6,7,203.54,244360
4.026,8,4,171.69,407330
5.316,8,17,266.05,297010
7.153,6,9,272.38,511400
9.247,8,9,492.09,894950
7.023,8,5,328.42,46333
7.142,8,20,358.53,324170
23.491,19,18,10874.88,73222080
6.255,5,9,200.62,383550
4.885,6,14,176.48,116000
3.987,8,19,309.56,361060
6.5,5,20,142.84,138930
5.461,13,12,1034.24,1990200
5.564,6,20,193.99,185240
25.52,19,18,10874.88,73222080
10.023,15,15,5140.48,2737010
24.723,19,18,10874.88,73222080
5.226,6,20,193.99,185240
4.442,9,4,244.77,581900
3.686,6,19,174.19,206320
4.503,15,11,499.78,927480
7.69,10,5,654.16,86047
6.9,13,3,1239.04,3473550
3.226,6,22,26.17,79280
3.632,8,1,258.01,1046920
4.866,8,15,630.71,324730
3.387,8,1,258.01,1046920
5.54,8,2,79.16,386050
3.888,3,20,53.74,46310
4.844,6,12,133.42,256800
5.559,8,3,274.96,784350
6.402,8,20,358.53,324170
4.812,6,7,203.54,244360
10.664,15,9,4096.0,7543150
26.39,19,18,10874.88,73222080
5.3,3,7,47.45,61090
4.295,3,17,45.17,42430
3.188,3,14,52.0,29000
4.811,2,20,53.74,46310
5.082,6,7,203.54,244360
3.137,8,6,230.65,122430
3.788,6,14,176.48,116000
33.988,19,18,10874.88,73222080
4.003,13,1,1146.88,4636360
3.263,6,4,99.05,232760
3.571,3,1,36.89,149560
4.107,6,17,149.32,169720
6.083,8,17,266.05,297010
5.941,6,5,177.64,26476
3.524,3,12,33.19,64200
8.466,15,10,2314.24,5611490
5.419,3,9,71.45,127850
6.084,16,19,3952.64,4384300
4.849,6,10,152.73,380440
3.934,5,15,251.44,139170
4.206,6,13,78.11,584080
6.34,6,5,177.64,26476
3.666,6,14,176.48,116000
6.141,5,2,39.35,165450
3.325,6,4,99.05,232760
4.998,6,10,152.73,380440
4.717,6,12,133.42,256800
3.888,6,4,99.05,232760
3.652,6,14,176.48,116000
3.068,6,19,174.19,206320
7.271,15,11,499.78,927480
3.843,6,14,176.48,116000
6.372,5,21,263.47,339420
4.349,8,6,230.65,122430
2.883,6,4,99.05,232760
2.28,5,13,58.1,438060
3.378,6,22,26.17,79280
4.392,8,3,274.96,784350
31.022,19,18,10874.88,73222080
3.886,6,4,99.05,232760
3.707,3,12,33.19,64200
3.429,5,19,129.23,154740
3.092,3,4,24.68,58190
3.339,3,13,18.72,146020
7.85,13,8,1955.84,2091880
3.27,3,7,47.45,61090
7.975,6,5,177.64,26476
6.405,6,8,239.5,269920
3.513,6,1,147.37,598240
6.661,6,5,177.64,26476
4.204,6,12,133.42,256800
3.565,8,13,137.23,1022140
7.179,6,8,239.5,269920
3.529,5,12,99.52,192600
3.775,6,20,193.99,185240
5.325,8,21,680.89,791980
6.034,3,9,71.45,127850
4.819,3,10,37.8,95110
3.438,8,4,171.69,407330
2.537,6,12,133.42,256800
2.917,6,12,133.42,256800
2.827,8,19,309.56,361060
3.395,3,19,51.4,51580
5.147,3,20,53.74,46310
2.359,3,6,32.98,17490
3.855,6,19,174.19,206320
2.923,8,1,258.01,1046920
3.757,8,14,313.68,203000
6.149,11,13,340.48,2482340
5.689,3,8,64.36,67480
4.054,13,14,1433.66,899000
3.657,6,10,152.73,380440
2.71,8,13,137.23,1022140
4.384,2,22,6.29,19820
3.659,6,3,157.65,448200
3.601,6,4,99.05,232760
2.477,3,17,45.17,42430
4.892,3,20,53.74,46310
7.902,17,2,876.27,6893750
3.075,3,12,33.19,64200
5.474,6,10,152.73,380440
3.2,3,4,24.68,58190
6.138,6,17,149.32,169720
5.416,15,1,2170.88,8824040
3.195,3,4,24.68,58190
5.474,8,2,79.16,386050
4.725,6,19,174.19,206320
2.702,8,19,309.56,361060
4.09,6,3,157.65,448200
3.069,3,17,45.17,42430
5.631,6,21,360.24,452560
7.881,13,15,2662.4,1438090
4.31,6,15,339.06,185560
2.64,6,6,131.74,69960
4.531,13,4,770.67,1803890
4.799,8,2,79.16,386050
3.253,5,3,117.33,336150
3.591,6,12,133.42,256800
22.773,19,18,10874.88,73222080
5.697,17,14,5969.92,3625000
4.843,6,2,52.17,220600
4.183,6,17,149.32,169720
5.509,6,21,360.24,452560
5.701,17,22,934.33,2477500
13.256,16,8,5570.56,5735800
28.356,19,18,10874.88,73222080
3.486,15,22,425.06,1169380
6.018,5,8,175.68,202440
5.957,3,20,53.74,46310
10.043,17,20,6451.2,5788750
3.064,3,22,6.29,19820
6.76,17,14,5969.92,3625000
4.309,5,16,11.25,98370
2.71,2,13,18.72,146020
31.334,19,18,10874.88,73222080
3.014,3,12,33.19,64200
6.495,6,14,176.48,116000
4.011,8,15,630.71,324730
6.586,17,13,2560.0,18252500
4.762,17,22,934.33,2477500
6.27,6,9,272.38,511400
8.182,8,8,441.41,472360
2.927,3,6,32.98,17490
34.264,19,18,10874.88,73222080
5.127,5,12,99.52,192600
4.826,8,14,313.68,203000
4.845,6,20,193.99,185240
3.469,8,3,274.96,784350
5.081,8,17,266.05,297010
4.749,8,5,328.42,46333
33.654,19,18,10874.88,73222080
4.999,6,7,203.54,244360
4.087,6,12,133.42,256800
3.718,3,15,79.18,46390
5.04,13,12,1034.24,1990200
4.846,11,4,416.85,989230
3.722,8,19,309.56,361060
3.183,5,22,19.48,59460
3.97,5,1,110.61,448680
3.795,5,15,251.44,139170
24.849,19,18,10874.88,73222080
23.397,6,15,339.06,185560
2.937,3,1,36.89,149560
24.766,19,18,10874.88,73222080
4.117,6,13,78.11,584080
7.497,6,9,272.38,511400
32.006,19,18,10874.88,73222080
3.218,3,22,6.29,19820
4.47,8,16,22.34,229530
5.677,3,21,80.86,113140
3.497,6,13,78.11,584080
35.72,19,18,10874.88,73222080
4.977,6,10,152.73,380440
6.302,3,22,6.29,19820
3.563,3,1,36.89,149560
3.79,8,22,46.48,138740
7.178,11,8,1167.36,1147160
5.62,8,21,680.89,791980
3.53,4,12,66.35,128400
5.756,6,8,239.5,269920
5.341,6,7,203.54,244360
5.843,3,2,10.0,55150
4.783,8,6,230.65,122430
6.398,6,21,360.24,452560
3.699,6,13,78.11,584080
4.867,6,16,14.98,131160
4.104,5,19,129.23,154740
3.71,8,19,309.56,361060
6.649,3,8,64.36,67480
26.113,19,18,10874.88,73222080
6.273,8,20,358.53,324170
4.31,6,15,339.06,185560
4.658,8,12,231.89,449400
5.78,8,20,358.53,324170
4.027,8,10,266.13,665770
2.862,6,15,339.06,185560
3.848,8,11,89.68,110040
5.312,6,10,152.73,380440
25.761,19,18,10874.88,73222080
4.757,6,2,52.17,220600
5.674,8,2,79.16,386050
2.745,6,12,133.42,256800
5.933,2,5,41.06,6619
3.926,6,1,147.37,598240
2.278,3,1,36.89,149560
3.017,3,17,45.17,42430
5.277,8,7,373.81,427630
4.384,6,17,149.32,169720
5.374,6,20,193.99,185240
4.523,5,16,11.25,98370
3.891,3,19,51.4,51580
4.708,8,19,309.56,361060
3.642,3,17,45.17,42430
6.398,6,3,157.65,448200
4.988,4,21,170.74,226280
7.285,6,21,360.24,452560
4.395,9,22,68.15,198200
3.278,6,22,26.17,79280
4.144,3,10,37.8,95110
6.595,6,9,272.38,511400
26.996,19,18,10874.88,73222080
4.515,3,16,3.42,32790
4.324,4,19,85.6,103160
37.369,19,18,10874.88,73222080
3.469,8,19,309.56,361060
3.332,4,4,49.18,116380
4.954,3,16,3.42,32790
3.504,3,22,6.29,19820
4.459,3,21,80.86,113140
2.328,3,6,32.98,17490
5.342,13,16,35.82,1016490
3.092,3,17,45.17,42430
3.705,3,17,45.17,42430
4.979,3,5,41.06,6619
3.475,2,13,18.72,146020
3.536,2,14,52.0,29000
3.135,3,12,33.19,64200
4.05,6,11,55.99,62880
4.982,4,20,92.94,92620
4.875,6,1,147.37,598240
3.434,6,16,14.98,131160
4.334,6,7,203.54,244360
4.587,13,13,623.2,4526620
2.898,8,15,630.71,324730
4.24,3,19,51.4,51580
5.178,9,20,538.32,463100
3.456,3,3,38.94,112050
8.299,11,17,659.24,721310
6.377,8,3,274.96,784350
4.147,3,11,12.18,15720
3.048,6,15,339.06,185560
3.452,8,14,313.68,203000
3.644,6,10,152.73,380440
25.609,19,18,10874.88,73222080
3.409,6,13,78.11,584080
4.06,8,11,89.68,110040
4.975,6,14,176.48,116000
8.116,6,10,152.73,380440
4.12,3,11,12.18,15720
3.878,6,11,55.99,62880
3.988,4,14,86.82,58000
7.345,6,8,239.5,269920
2.967,8,11,89.68,110040
5.952,13,7,1616.34,1893790
5.496,16,12,2856.96,5457000
4.097,6,15,339.06,185560
4.667,4,20,92.94,92620
4.063,8,15,630.71,324730
24.873,19,18,10874.88,73222080
12.184,13,21,2856.96,3507340
3.824,6,3,157.65,448200
4.981,5,17,110.57,127290
3.126,3,14,52.0,29000
5.369,6,20,193.99,185240
3.543,6,15,339.06,185560
3.74,3,3,38.94,112050
3.37,6,13,78.11,584080
4.615,5,15,251.44,139170
3.167,6,13,78.11,584080
3.675,6,15,339.06,185560
5.335,5,21,263.47,339420
5.515,6,7,203.54,244360
5.73,6,21,360.24,452560
4.605,6,4,99.05,232760
8.402,8,5,328.42,46333
3.555,15,6,1945.6,1031910
5.251,5,2,39.35,165450
5.397,5,21,263.47,339420
2.845,3,11,12.18,15720
9.609,8,7,373.81,427630
6.405,5,21,263.47,339420
6.298,8,3,274.96,784350
10.032,16,15,7495.68,3943150
3.417,4,4,49.18,116380
5.036,8,1,258.01,1046920
5.829,13,16,35.82,1016490
7.557,15,8,3819.52,3981320
5.507,13,1,1146.88,4636360
8.782,15,2,412.6,3253850
5.933,15,12,1986.56,3787800
6.901,5,8,175.68,202440
3.976,8,15,630.71,324730
3.077,4,6,65.94,34980
4.148,11,11,202.01,267240
6.001,4,5,85.31,13238
3.639,8,19,309.56,361060
9.392,5,14,131.05,87000
4.707,15,19,2744.32,3043220
2.948,3,14,52.0,29000
5.723,8,21,680.89,791980
4.029,8,11,89.68,110040
3.202,8,4,171.69,407330
4.632,5,1,110.61,448680
13.378,15,21,5560.32,6675260
4.416,5,22,19.48,59460
3.463,8,1,258.01,1046920
4.446,3,15,79.18,46390
3.829,3,12,33.19,64200
2.915,8,22,46.48,138740
4.204,8,20,358.53,324170
5.655,8,5,328.42,46333
7.136,3,2,10.0,55150
4.467,8,17,266.05,297010
4.978,13,14,1433.66,899000
4.37,8,15,630.71,324730
4.757,15,22,425.06,1169380
12.143,13,21,2856.96,3507340
3.393,8,22,46.48,138740
2.946,8,4,171.69,407330
28.248,19,18,10874.88,73222080
4.532,8,21,680.89,791980
3.541,8,15,630.71,324730
5.313,13,2,220.36,1709650
4.886,4,4,49.18,116380
5.404,8,21,680.89,791980
3.745,5,1,110.61,448680
3.837,8,16,22.34,229530
8.4,16,10,3348.48,8084350
6.926,8,3,274.96,784350
7.254,8,21,680.89,791980
4.242,2,11,12.18,15720
5.172,8,5,328.42,46333
5.447,5,7,150.19,183270
6.459,8,9,492.09,894950
4.217,4,16,7.13,65580
2.99,5,16,11.25,98370
6.569,5,9,200.62,383550
5.63,8,7,373.81,427630
5.323,8,7,373.81,427630
3.254,8,12,231.89,449400
3.92,8,1,258.01,1046920
5.269,5,20,142.84,138930
6.124,8,8,441.41,472360
4.096,5,11,42.57,47160
4.397,8,10,266.13,665770
5.822,8,21,680.89,791980
5.506,8,5,328.42,46333
3.45,11,6,559.9,297330
26.719,19,18,10874.88,73222080
3.895,8,22,46.48,138740
3.077,5,4,73.68,174570
4.374,3,10,37.8,95110
3.571,8,22,46.48,138740
4.741,4,17,73.16,84860
4.425,4,21,170.74,226280
6.485,8,2,79.16,386050
3.658,5,22,19.48,59460
3.603,8,1,258.01,1046920
3.672,5,13,58.1,438060
5.412,3,8,64.36,67480
3.753,8,12,231.89,449400
3.859,8,15,630.71,324730
2.909,3,14,52.0,29000
3.932,3,10,37.8,95110
11.736,15,17,2375.68,2503370
3.564,8,12,231.89,449400
3.365,8,4,171.69,407330
8.429,5,8,175.68,202440
2.88,4,15,164.36,92780
4.0,8,3,274.96,784350
3.35,8,15,630.71,324730
3.314,5,19,129.23,154740
3.341,3,4,24.68,58190
5.373,8,10,266.13,665770
4.501,8,12,231.89,449400
4.833,8,10,266.13,665770
5.666,8,3,274.96,784350
4.651,8,5,328.42,46333
2.943,8,10,266.13,665770
3.808,3,20,53.74,46310
3.785,8,22,46.48,138740
6.413,8,17,266.05,297010
6.814,15,7,3120.15,3604310
3.384,8,22,46.48,138740
5.823,8,8,441.41,472360
3.914,9,15,941.18,463900
3.537,8,13,137.23,1022140
27.513,19,18,10874.88,73222080
4.295,3,13,18.72,146020
23.635,19,18,10874.88,73222080
5.049,8,20,358.53,324170
4.245,8,14,313.68,203000
4.575,8,4,171.69,407330
4.191,3,3,38.94,112050
4.748,5,22,19.48,59460
19.163,15,9,4096.0,7543150
4.675,11,12,563.11,1091400
3.667,4,4,49.18,116380
5.853,16,12,2856.96,5457000
4.198,8,3,274.96,784350
5.491,8,2,79.16,386050
4.067,5,20,142.84,138930
3.012,8,22,46.48,138740
4.611,8,14,313.68,203000
2.837,8,13,137.23,1022140
4.024,8,15,630.71,324730
4.467,8,13,137.23,1022140
6.083,3,11,12.18,15720
5.923,3,8,64.36,67480
4.635,3,17,45.17,42430
3.183,8,4,171.69,407330
4.086,3,15,79.18,46390
3.473,3,21,80.86,113140
4.043,8,15,630.71,324730
5.564,5,8,175.68,202440
4.874,13,1,1146.88,4636360
4.523,8,20,358.53,324170
3.818,8,17,266.05,297010
3.291,5,14,131.05,87000
3.038,5,19,129.23,154740
2.86,8,6,230.65,122430
4.896,8,12,231.89,449400
28.815,19,18,10874.88,73222080
4.019,10,19,582.5,670540
4.487,8,6,230.65,122430
10.94,16,13,1740.8,12411700
5.401,5,9,200.62,383550
6.868,8,5,328.42,46333
4.431,8,20,358.53,324170
3.839,8,17,266.05,297010
4.494,8,16,22.34,229530
3.126,13,4,770.67,1803890
4.635,5,20,142.84,138930
4.089,5,22,19.48,59460
4.332,2,4,24.68,58190
6.954,8,8,441.41,472360
7.172,8,8,441.41,472360
4.018,8,11,89.68,110040
5.779,4,9,128.82,255700
4.1,8,11,89.68,110040
3.97,8,12,231.89,449400
3.991,13,22,218.97,614420
7.543,8,8,441.41,472360
2.899,8,12,231.89,449400
5.805,5,7,150.19,183270
2.366,4,19,85.6,103160
3.974,8,15,630.71,324730
2.771,5,14,131.05,87000
3.162,8,16,22.34,229530
6.831,4,7,98.26,122180
2.374,3,6,32.98,17490
5.003,13,16,35.82,1016490
4.404,8,19,309.56,361060
3.382,13,13,623.2,4526620
6.252,13,6,1021.14,542190
3.126,8,12,231.89,449400
9.069,8,21,680.89,791980
6.801,2,8,64.36,67480
9.124,10,20,688.99,602030
5.979,15,20,2949.12,2732290
4.913,3,9,71.45,127850
11.311,13,9,2109.44,3963350
5.57,8,5,328.42,46333
4.046,8,16,22.34,229530
6.267,8,21,680.89,791980
1.214,8,6,230.65,122430
5.813,5,10,113.55,285330
3.78,8,15,630.71,324730
4.844,8,19,309.56,361060
3.638,8,11,89.68,110040
11.682,15,9,4096.0,7543150
2.431,3,1,36.89,149560
4.69,3,7,47.45,61090
3.692,5,21,263.47,339420
7.429,13,15,2662.4,1438090
4.46,13,11,266.54,487320
19.92,19,8,24504.32,24022880
6.036,7,5,225.31,33095
5.645,3,8,64.36,67480
3.86,3,3,38.94,112050
3.114,8,15,630.71,324730
3.446,3,6,32.98,17490
6.139,5,21,263.47,339420
4.502,8,10,266.13,665770
3.43,8,6,230.65,122430
4.878,5,15,251.44,139170
3.863,8,14,313.68,203000
2.689,8,1,258.01,1046920
4.183,5,4,73.68,174570
6.297,11,5,877.69,112523
4.169,8,16,22.34,229530
6.263,8,20,358.53,324170
4.654,5,20,142.84,138930
6.191,8,20,358.53,324170
6.411,9,21,1034.24,1131400
7.893,8,9,492.09,894950
4.48,3,21,80.86,113140
3.862,8,13,137.23,1022140
6.508,8,17,266.05,297010
5.461,15,19,2744.32,3043220
4.878,3,11,12.18,15720
4.611,5,14,131.05,87000
5.459,8,20,358.53,324170
4.228,8,2,79.16,386050
2.937,8,12,231.89,449400
6.918,13,17,1218.56,1315330
3.932,8,22,46.48,138740
4.013,4,19,85.6,103160
7.269,8,21,680.89,791980
6.486,8,21,680.89,791980
6.301,8,3,274.96,784350
5.421,8,17,266.05,297010
27.844,19,18,10874.88,73222080
4.528,8,15,630.71,324730
2.567,8,12,231.89,449400
4.444,13,15,2662.4,1438090
3.774,5,15,251.44,139170
33.61,19,18,10874.88,73222080
3.111,8,6,230.65,122430
2.414,5,19,129.23,154740
3.573,11,22,117.97,336940
4.627,5,5,130.69,19857
6.268,8,21,680.89,791980
5.444,3,5,41.06,6619
2.722,3,3,38.94,112050
6.178,8,7,373.81,427630
6.125,5,21,263.47,339420
3.352,8,15,630.71,324730
4.481,5,11,42.57,47160
4.54,8,13,137.23,1022140
5.91,4,7,98.26,122180
13.45,16,5,4014.08,562615
5.786,8,20,358.53,324170
4.761,15,11,499.78,927480
4.52,8,19,309.56,361060
27.857,14,9,3031.94,5497550
4.802,15,13,1198.08,8615180
3.681,8,22,46.48,138740
3.813,5,19,129.23,154740
3.378,5,1,110.61,448680
4.596,8,7,373.81,427630
8.23,13,8,1955.84,2091880
6.095,5,9,200.62,383550
5.823,7,21,458.61,565700
3.256,5,15,251.44,139170
3.119,3,14,52.0,29000
4.649,15,14,2775.04,1711000
2.639,3,22,6.29,19820
4.459,3,7,47.45,61090
5.352,8,7,373.81,427630
5.469,3,5,41.06,6619
6.642,8,21,680.89,791980
5.038,8,7,373.81,427630
4.65,8,3,274.96,784350
3.515,3,19,51.4,51580
23.563,19,18,10874.88,73222080
6.859,8,8,441.41,472360
27.462,19,18,10874.88,73222080
2.531,8,14,313.68,203000
9.064,13,8,1955.84,2091880
3.909,8,16,22.34,229530
6.294,5,5,130.69,19857
4.145,15,22,425.06,1169380
3.365,8,4,171.69,407330
4.118,8,7,373.81,427630
2.337,3,4,24.68,58190
2.755,8,6,230.65,122430
3.221,8,14,313.68,203000
5.054,8,7,373.81,427630
5.169,3,8,64.36,67480
4.697,4,1,73.74,299120
2.281,3,13,18.72,146020
6.464,3,5,41.06,6619
3.282,3,4,24.68,58190
3.792,5,1,110.61,448680
4.421,8,13,137.23,1022140
5.774,13,3,1239.04,3473550
7.792,8,8,441.41,472360
7.645,15,10,2314.24,5611490
5.851,8,11,89.68,110040
17.239,19,3,14551.04,39889800
3.994,5,13,58.1,438060
2.554,5,4,73.68,174570
4.386,8,11,89.68,110040
12.31,16,10,3348.48,8084350
4.913,8,16,22.34,229530
3.958,8,17,266.05,297010
29.206,19,18,10874.88,73222080
6.503,8,9,492.09,894950
3.774,4,4,49.18,116380
3.731,3,1,36.89,149560
5.08,4,11,23.59,31440
4.811,4,11,23.59,31440
3.106,3,1,36.89,149560
1.592,3,6,32.98,17490
5.654,5,5,130.69,19857
5.34,7,7,257.77,305450
3.441,8,6,230.65,122430
5.89,8,20,358.53,324170
2.996,8,1,258.01,1046920
5.72,3,10,37.8,95110
3.03,2,12,33.19,64200
5.008,8,1,258.01,1046920
5.297,8,2,79.16,386050
4.244,3,3,38.94,112050
2.884,15,22,425.06,1169380
2.282,3,4,24.68,58190
3.311,4,4,49.18,116380
23.513,19,18,10874.88,73222080
23.508,19,18,10874.88,73222080
4.834,3,5,41.06,6619
3.803,8,13,137.23,1022140
2.646,8,12,231.89,449400
4.987,8,21,680.89,791980
6.871,8,8,441.41,472360
5.303,19,16,412.0,11673240
6.609,15,1,2170.88,8824040
6.226,8,9,492.09,894950
3.161,5,6,98.91,52470
8.436,8,8,441.41,472360
4.71,8,17,266.05,297010
4.24,8,11,89.68,110040
3.664,3,16,3.42,32790
5.333,8,2,79.16,386050
2.598,5,14,131.05,87000
3.889,8,16,22.34,229530
26.861,19,18,10874.88,73222080
