query_stream_id,query_id,start,query_duration,query_duration_with_queue,Data Scanned,cpu_time
19,20,588170,2639,3019,19015.68,16486360.0
13,18,589564,4229,4578,862.73,6376080.0
4,9,590301,1955,1955,128.82,255700.0
4,19,590518,793,793,85.6,103160.0
10,8,590537,2745,3081,871.63,877240.0
5,6,591355,178,535,98.91,52470.0
4,2,594542,992,992,20.59,110300.0
19,13,594571,29750,29752,7413.76,51983120.0
4,16,596641,1757,1757,7.13,65580.0
5,14,599439,623,623,131.05,87000.0
15,4,601480,5376,5728,1474.56,3433210.0
10,22,601711,3180,3182,88.74,257660.0
15,16,606303,3956,4325,68.05,1934610.0
11,21,608333,6234,6590,1873.92,1923380.0
9,3,609978,2942,3261,394.15,1120500.0
5,16,612285,2097,2457,11.25,98370.0
5,22,612449,2101,2449,19.48,59460.0
15,19,612998,9206,9208,2744.32,3043220.0
4,16,614979,2275,2647,7.13,65580.0
4,17,615113,866,1212,73.16,84860.0
5,19,615898,1638,1639,129.23,154740.0
5,12,616248,636,637,99.52,192600.0
13,22,617972,4933,5302,218.97,614420.0
15,18,620667,4336,4685,1638.4,12135120.0
4,11,620939,830,830,23.59,31440.0
4,17,622115,1158,1159,73.16,84860.0
2,22,622177,1168,1495,6.29,19820.0
5,3,625159,798,799,117.33,336150.0
4,11,625900,953,953,23.59,31440.0
4,1,627099,843,845,73.74,299120.0
7,17,627718,819,1209,186.68,212150.0
2,9,628093,1434,1434,71.45,127850.0
4,21,628127,3077,3078,170.74,226280.0
11,23,632534,0,0,0.0,
15,7,632838,4979,4980,3120.15,3604310.0
4,13,632872,658,659,38.13,292040.0
9,17,633446,2283,2600,380.52,424300.0
13,1,633611,5596,5956,1146.88,4636360.0
5,19,634255,1659,1660,129.23,154740.0
5,9,634761,1492,1830,200.62,383550.0
4,10,637933,548,549,75.6,190220.0
4,2,638582,616,616,20.59,110300.0
4,20,643481,1048,1048,92.94,92620.0
13,5,645441,2267,2268,1413.12,205189.0
2,6,645858,109,504,32.98,17490.0
4,2,646372,505,506,20.59,110300.0
4,21,651172,2401,2401,170.74,226280.0
4,18,652292,442,845,55.58,411360.0
19,2,652517,6246,6588,2478.08,19633400.0
15,15,653326,1963,2296,5140.48,2737010.0
11,3,656767,2825,3169,672.98,1904850.0
15,8,657158,5343,5345,3819.52,3981320.0
7,19,658057,1970,2344,217.76,257900.0
4,12,658170,698,698,66.35,128400.0
5,18,658316,1490,1849,83.54,617040.0
4,3,659314,1320,1321,78.04,224100.0
13,9,659883,3540,3944,2109.44,3963350.0
19,15,668996,1665,1666,32419.84,16514840.0
4,21,669093,3401,3402,170.74,226280.0
2,23,672757,0,0,0.0,
15,5,672952,2619,3014,2744.32,390521.0
4,21,675003,2758,2758,170.74,226280.0
4,17,680276,490,491,73.16,84860.0
15,9,682376,5626,5627,4096.0,7543150.0
13,17,684340,1315,1761,1218.56,1315330.0
4,17,688388,789,790,73.16,84860.0
5,9,688511,1715,2119,200.62,383550.0
7,2,689051,1237,1583,57.9,275750.0
5,19,689965,1241,1599,129.23,154740.0
15,22,690429,3342,3344,425.06,1169380.0
5,13,691388,113,114,58.1,438060.0
4,17,691835,849,849,73.16,84860.0
19,4,692931,10188,10556,8806.4,20715640.0
13,19,693194,3676,3677,1413.12,1598980.0
4,7,693782,781,781,98.26,122180.0
4,3,694212,638,1027,78.04,224100.0
15,21,696625,12941,12942,5560.32,6675260.0
4,10,697107,367,367,75.6,190220.0
4,23,698861,0,1,0.0,
2,22,702414,2474,2822,6.29,19820.0
5,2,703623,1665,2067,39.35,165450.0
4,2,703664,1734,1734,20.59,110300.0
4,19,703996,1694,1694,85.6,103160.0
19,3,705916,10438,10438,14551.04,39889800.0
11,21,707297,7216,7611,1873.92,1923380.0
5,21,707753,4471,4471,263.47,339420.0
13,3,709492,3902,4314,1239.04,3473550.0
4,6,722997,146,543,65.94,34980.0
4,5,724089,1317,1317,85.31,13238.0
4,11,724328,654,1036,23.59,31440.0
4,12,725027,229,553,66.35,128400.0
2,4,725217,561,897,24.68,58190.0
15,12,725439,7340,7684,1986.56,3787800.0
9,19,725571,1395,1715,442.65,515800.0
10,15,726332,3661,4043,1259.52,603070.0
4,21,727746,3514,3514,170.74,226280.0
4,8,728111,1369,1370,114.76,134960.0
4,22,728494,1673,1674,12.81,39640.0
13,3,730349,3375,3724,1239.04,3473550.0
5,1,731187,1557,1915,110.61,448680.0
13,14,731246,1943,2309,1433.66,899000.0
5,20,731309,2921,3243,142.84,138930.0
5,20,732342,1382,1820,142.84,138930.0
19,23,733890,0,0,0.0,
13,3,734844,2097,2097,1239.04,3473550.0
13,9,736799,3516,3516,2109.44,3963350.0
4,6,737344,373,373,65.94,34980.0
15,7,740116,2704,2706,3120.15,3604310.0
4,9,740656,2105,2105,128.82,255700.0
4,21,743216,3054,3054,170.74,226280.0
4,15,746342,958,959,164.36,92780.0
5,1,746709,580,900,110.61,448680.0
13,20,746834,3420,3420,1505.28,1435610.0
5,22,747856,1569,1569,19.48,59460.0
4,4,749500,1326,1326,49.18,116380.0
10,11,750162,1036,1446,115.24,204360.0
15,1,753919,4483,4841,2170.88,8824040.0
19,22,758307,17542,17914,2775.04,7055920.0
11,17,761157,954,1305,659.24,721310.0
4,4,762050,847,1220,49.18,116380.0
5,23,764031,0,1,0.0,
13,22,764932,5304,5654,218.97,614420.0
13,20,765550,8456,8836,1505.28,1435610.0
15,20,765727,14088,14089,2949.12,2732290.0
2,15,766238,2189,2556,79.18,46390.0
5,8,767120,5004,5362,175.68,202440.0
11,1,767467,10849,10849,626.31,2542520.0
5,9,768085,5139,5501,200.62,383550.0
4,9,769036,1643,1644,128.82,255700.0
4,9,770011,2477,2836,128.82,255700.0
13,13,770403,8002,8406,623.2,4526620.0
18,1,771498,28695,29040,7444.48,30211120.0
9,15,772654,5274,5675,941.18,463900.0
5,18,772786,122,122,83.54,617040.0
15,9,773669,18965,19315,4096.0,7543150.0
5,1,775806,2093,2093,110.61,448680.0
15,20,780381,6560,6561,2949.12,2732290.0
4,4,783025,741,1097,49.18,116380.0
4,14,784003,634,1000,86.82,58000.0
4,11,784984,686,686,23.59,31440.0
19,17,785434,1535,1536,14837.76,15105080.0
4,21,785570,3861,3861,170.74,226280.0
4,16,787862,2972,2973,7.13,65580.0
4,19,788078,1034,1377,85.6,103160.0
19,10,792092,6043,6045,14151.68,33859160.0
2,11,795381,820,1182,12.18,15720.0
4,4,795615,900,901,49.18,116380.0
4,7,800746,705,706,98.26,122180.0
4,16,802871,1905,1906,7.13,65580.0
4,5,808673,1491,1492,85.31,13238.0
4,19,809976,985,1323,85.6,103160.0
4,16,810084,1903,2260,7.13,65580.0
4,16,810517,2040,2040,7.13,65580.0
4,18,810914,879,1264,55.58,411360.0
4,1,811572,457,1063,73.74,299120.0
4,12,817467,656,656,66.35,128400.0
13,9,817957,5131,5482,2109.44,3963350.0
5,9,818416,117,509,200.62,383550.0
19,3,820183,13154,13504,14551.04,39889800.0
15,12,820345,10498,10847,1986.56,3787800.0
15,13,820565,8600,8951,1198.08,8615180.0
13,12,820612,4061,4398,1034.24,1990200.0
11,23,825048,0,0,0.0,
5,9,825913,2740,2741,200.62,383550.0
5,18,825982,106,453,83.54,617040.0
4,4,831008,1721,2081,49.18,116380.0
4,14,831953,1019,1406,86.82,58000.0
4,3,833294,671,671,78.04,224100.0
2,4,833448,484,833,24.68,58190.0
4,13,834831,623,623,38.13,292040.0
11,22,836003,2226,2577,117.97,336940.0
4,19,839516,1208,1208,85.6,103160.0
17,8,840208,21615,22019,8345.6,8435000.0
17,11,841966,10569,10976,1064.96,1965000.0
17,15,842493,28785,29141,11120.64,5798750.0
17,7,842521,26999,37421,6762.03,7636250.0
4,7,844072,714,714,98.26,122180.0
4,18,846594,1188,1188,55.58,411360.0
15,7,848618,16679,16998,3120.15,3604310.0
5,13,848658,1929,2256,58.1,438060.0
15,22,848860,5572,5911,425.06,1169380.0
15,12,848925,20033,20375,1986.56,3787800.0
15,12,850977,14521,18315,1986.56,3787800.0
5,21,851224,6231,6232,263.47,339420.0
5,19,851574,3084,3440,129.23,154740.0
19,12,851818,18634,18968,11960.32,22855200.0
4,9,852795,1967,1967,128.82,255700.0
17,7,853600,22033,30660,6762.03,7636250.0
5,6,854131,381,768,98.91,52470.0
17,17,855160,27936,44410,5120.0,5303750.0
17,20,855501,28010,52450,6451.2,5788750.0
4,11,855817,892,893,23.59,31440.0
5,12,857889,1305,1305,99.52,192600.0
13,23,863291,0,1,0.0,
4,4,865571,620,621,49.18,116380.0
5,10,867495,122,123,113.55,285330.0
4,19,867943,1509,1510,85.6,103160.0
17,5,868530,23819,39549,5959.68,827375.0
4,5,868640,1449,1799,85.31,13238.0
17,5,868871,10129,40828,5959.68,827375.0
4,14,869025,459,809,86.82,58000.0
4,8,869134,1334,1652,114.76,134960.0
4,20,872495,1191,1191,92.94,92620.0
13,20,874907,7065,7436,1505.28,1435610.0
4,15,875922,1216,1217,164.36,92780.0
4,3,876069,1059,1059,78.04,224100.0
13,16,878052,3327,3681,35.82,1016490.0
4,9,878677,1567,1567,128.82,255700.0
4,10,880044,573,573,75.6,190220.0
4,20,881497,2309,2309,92.94,92620.0
15,18,882015,14489,14835,1638.4,12135120.0
5,22,882562,2109,2485,19.48,59460.0
5,4,883532,2759,3099,73.68,174570.0
5,17,884148,1895,2251,110.57,127290.0
13,20,887109,8559,8559,1505.28,1435610.0
4,22,887544,2236,2237,12.81,39640.0
5,3,887702,1604,1605,117.33,336150.0
2,2,888581,1143,1537,10.0,55150.0
13,19,889725,11782,11782,1413.12,1598980.0
5,14,894271,450,452,131.05,87000.0
5,16,894725,1984,1985,11.25,98370.0
19,16,895094,3520,3858,412.0,11673240.0
4,8,896207,1303,1304,114.76,134960.0
5,17,897888,845,846,110.57,127290.0
11,20,900102,7135,7482,952.92,787270.0
4,10,902953,696,696,75.6,190220.0
5,4,905835,1021,1022,73.68,174570.0
5,1,907131,134,135,110.61,448680.0
4,4,911870,676,676,49.18,116380.0
9,8,912139,1712,2063,652.73,674800.0
14,13,912737,3382,3740,870.54,6278860.0
5,2,913157,504,505,39.35,165450.0
11,18,913852,116,116,472.1,3496560.0
2,21,917044,2245,2619,80.86,113140.0
13,13,917396,2478,2847,623.2,4526620.0
13,2,919163,1031,1367,220.36,1709650.0
4,15,919500,827,827,164.36,92780.0
13,11,920241,1849,2166,266.54,487320.0
15,17,920666,2610,2950,2375.68,2503370.0
19,1,922794,3120,3494,13117.44,53243360.0
4,15,925654,696,696,164.36,92780.0
13,15,926578,1283,1283,2662.4,1438090.0
4,14,927241,581,581,86.82,58000.0
4,12,928629,391,391,66.35,128400.0
13,5,930880,113,113,1413.12,205189.0
4,18,931809,708,709,55.58,411360.0
4,21,932327,3004,3379,170.74,226280.0
10,1,932900,1413,1820,478.94,1944280.0
4,18,939007,118,118,55.58,411360.0
13,18,940131,4438,4438,862.73,6376080.0
4,3,940162,974,974,78.04,224100.0
4,23,941345,0,1,0.0,
15,16,943664,5524,5937,68.05,1934610.0
15,18,944169,4067,4398,1638.4,12135120.0
4,9,944272,1370,1371,128.82,255700.0
2,23,944614,0,1,0.0,
14,21,950344,7528,7891,4003.84,4865020.0
13,23,954135,0,1,0.0,
5,20,955380,1628,2028,142.84,138930.0
19,1,960316,4364,4775,13117.44,53243360.0
15,13,960815,4786,5154,1198.08,8615180.0
9,20,961360,3290,3635,538.32,463100.0
5,13,962473,942,943,58.1,438060.0
5,17,962969,904,1285,110.57,127290.0
15,14,965979,3514,3515,2775.04,1711000.0
11,2,966718,592,940,177.06,937550.0
5,4,974579,742,1158,73.68,174570.0
4,2,979229,783,1115,20.59,110300.0
13,10,979411,216,537,1208.32,2948410.0
13,14,979938,117,469,1433.66,899000.0
4,16,980899,1954,1954,7.13,65580.0
11,8,982120,2861,3220,1167.36,1147160.0
5,23,982238,0,1,0.0,
4,15,982979,1135,1135,164.36,92780.0
5,3,984287,709,711,117.33,336150.0
17,6,987362,6803,7165,4116.48,2186250.0
4,4,988123,661,661,49.18,116380.0
4,7,993405,773,773,98.26,122180.0
17,20,995336,9073,9073,6451.2,5788750.0
4,2,996929,666,666,20.59,110300.0
13,23,997536,0,0,0.0,
19,2,997555,895,1300,2478.08,19633400.0
5,17,998052,910,1251,110.57,127290.0
4,4,998282,622,623,49.18,116380.0
17,23,998919,0,0,0.0,
17,7,999378,7920,8261,6762.03,7636250.0
15,7,1003927,10476,10866,3120.15,3604310.0
15,5,1003998,10033,10373,2744.32,390521.0
17,15,1004490,6611,6611,11120.64,5798750.0
2,3,1004780,2051,2427,38.94,112050.0
17,13,1006394,15496,15896,2560.0,18252500.0
4,15,1006671,1844,1845,164.36,92780.0
14,4,1008787,8729,9071,1064.96,2502170.0
4,7,1011760,1458,1458,98.26,122180.0
5,14,1014111,526,901,131.05,87000.0
2,5,1016231,111,111,41.06,6619.0
15,8,1016542,6505,6506,3819.52,3981320.0
4,13,1017640,945,945,38.13,292040.0
4,15,1017808,810,1142,164.36,92780.0
4,3,1017860,1044,1384,78.04,224100.0
14,3,1019833,4554,4555,1730.56,4818150.0
5,7,1024655,1466,1467,150.19,183270.0
4,22,1024783,1433,1433,12.81,39640.0
19,11,1024859,5189,5528,3000.32,5596320.0
5,19,1026133,874,877,129.23,154740.0
5,4,1027161,592,593,73.68,174570.0
5,4,1028456,524,526,73.68,174570.0
5,6,1029217,147,149,98.91,52470.0
15,9,1030306,6027,6028,4096.0,7543150.0
11,14,1032221,1056,1433,774.64,493000.0
13,8,1034333,3798,4168,1955.84,2091880.0
15,23,1036180,0,2,0.0,
5,14,1036407,570,571,131.05,87000.0
13,3,1038138,1797,2163,1239.04,3473550.0
5,7,1040176,712,713,150.19,183270.0
5,11,1043976,694,695,42.57,47160.0
5,19,1044918,744,745,129.23,154740.0
13,7,1046424,902,902,1616.34,1893790.0
4,21,1049332,3689,4036,170.74,226280.0
19,7,1050020,4266,4655,19733.67,21748040.0
5,1,1050524,805,806,110.61,448680.0
11,16,1051555,2713,3094,48.77,557430.0
5,8,1052365,2122,2123,175.68,202440.0
13,13,1054566,2670,2671,623.2,4526620.0
4,14,1055534,667,667,86.82,58000.0
5,10,1056237,195,197,113.55,285330.0
15,20,1057105,6769,7144,2949.12,2732290.0
13,23,1057618,0,0,0.0,
2,17,1058113,964,1340,45.17,42430.0
15,19,1059075,5007,5351,2744.32,3043220.0
9,16,1061760,2204,2600,37.0,327900.0
10,22,1066955,2761,3097,88.74,257660.0
13,12,1067200,964,965,1034.24,1990200.0
10,3,1067652,1479,1825,512.8,1456650.0
13,14,1068878,807,807,1433.66,899000.0
4,20,1069980,1836,2243,92.94,92620.0
19,16,1071524,2208,2570,412.0,11673240.0
5,23,1073276,0,1,0.0,
4,15,1073710,118,118,164.36,92780.0
14,21,1076003,8262,8657,4003.84,4865020.0
5,6,1077109,175,500,98.91,52470.0
4,20,1077245,1745,1745,92.94,92620.0
15,12,1083456,6668,7001,1986.56,3787800.0
13,8,1084622,5965,6344,1955.84,2091880.0
15,4,1088108,5306,5654,1474.56,3433210.0
5,13,1088388,1073,1425,58.1,438060.0
9,9,1090944,2336,2702,730.66,1278500.0
19,11,1092849,3626,3995,3000.32,5596320.0
5,23,1092982,0,1,0.0,
5,18,1096207,126,127,83.54,617040.0
14,6,1097239,1301,1634,1413.12,752070.0
11,10,1097255,730,1074,652.68,1616870.0
13,5,1099135,2684,2685,1413.12,205189.0
5,22,1103530,1300,1301,19.48,59460.0
4,3,1105380,642,994,78.04,224100.0
15,20,1106014,5327,5668,2949.12,2732290.0
2,7,1106197,943,1310,47.45,61090.0
5,4,1106725,1235,1236,73.68,174570.0
5,6,1111767,167,169,98.91,52470.0
15,17,1113186,3350,3351,2375.68,2503370.0
13,9,1113357,5319,5649,2109.44,3963350.0
15,6,1113621,2500,2854,1945.6,1031910.0
5,9,1116431,1961,1962,200.62,383550.0
5,6,1117232,152,515,98.91,52470.0
5,23,1121615,0,1,0.0,
5,14,1122318,599,601,131.05,87000.0
19,16,1122679,2333,2719,412.0,11673240.0
15,1,1124032,5372,5374,2170.88,8824040.0
5,6,1124588,389,391,98.91,52470.0
