query,size,min,max,runtime_s,exec_wallclock_s,total_cpu_sec,other_wallclock_s,total_scan_mb,scan_wallclock_s,shuffle_mb,shuffle_wallclock_s,io_time,cpu_time,shuffle_time,sum,max,multiwave,holder_norm,summed,cpu_only,powermean,max_offset,powermean_offset,multiwave_offset,type,short,complex,long,scans,aggs,joins,mem,ssd,net,cpu,factor,factor,io_acc,shuffle_acc,cpu_acc,0.3,offset_2,summed_re,cpu_only_re,powermean_re,max_offset_re,powermean_offset_re,multiwave_offset_re
,,,,,,,,,,,,,,,,,,1.416483832,1.320801692,1.622069268,1.358284776,,,,,,,,1.60027424,#DIV/0!,1.555991475,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.237327825,1.228604406,1.345842984,1.226715794,,,,,,,,1.49930854,#N/A,1.471083061,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.552449245,1.471491025,1.545662226,1.351325787,,,,,,,,1.799965433,#N/A,1.719185841,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.793555338,1.707126685,1.818963148,1.885847463,,,,,,,,2.135202331,#N/A,1.991806582,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9_11_powermean,5_7_powermean,7_8_powermean,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.355022454,#DIV/0!,1.324267975,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.292338283,#N/A,1.288141239,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.463601817,#N/A,1.400650619,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.697712764,#N/A,1.540750425,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12_max_offset,8_max_offset,8_max_offset,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.513597807,1.582737205,1.513597807,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.491251343,1.504542442,1.491251343,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.674745771,1.672121237,1.674745771,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.778615139,2.154620409,1.778615139,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12_powermean,8_powermean,8_powermean,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.341158123,1.439743858,1.341158123,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.213634311,1.452814489,1.213634311,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.453290976,1.642667199,1.453290976,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.734555279,1.704452716,1.734555279,,,,,,,,,,,,,,,,,
