query,size,min,max,runtime_s,exec_wallclock_s,total_cpu_sec,other_wallclock_s,total_scan_mb,scan_wallclock_s,shuffle_mb,shuffle_wallclock_s,io_time,cpu_time,shuffle_time,sum,max,multiwave,holder_norm,summed,cpu_only,powermean,max_offset,powermean_offset,multiwave_offset,type,short,complex,long,scans,aggs,joins,,,,,,,io_acc,shuffle_acc,cpu_acc,0.3,offset_2,summed_re,cpu_only_re,powermean_re,max_offset_re,powermean_offset_re,multiwave_offset_re
3,18,9.209799102,9.517468518,9.36363381,8.3192,79.359993,58.1572,281.7744,8.3125,135.3075,8.27825,0.0704436,4.959999563,0.108246,5.138689163,4.959999563,4.976243646,5.068245563,1.618934272,1.612248199,1.671783094,1.563759527,1.55899928,1.532576208,1,0,0,,3,1,2,4000,4000,1250,16,1.5,0.36,22.4393133,20.27760223,,0.3,0.3,-0.3823096977,-0.3605154868,-0.3907772908,-0.3605154868,-0.3475038991,-0.3585628851
3,19,20.80988416,21.25945752,21.01910646,19.5505,138.599979,193.789,20925.399,16.20466667,40.723,0.445,5.23134975,8.662498688,0.0325784,13.92642684,8.662498688,11.19687273,11.14765715,1.403841791,2.205980581,1.746067895,2.166860941,1.691677364,1.698912276,1,0,0,,3,1,2,4000,4000,1250,16,1.5,0.36,2.929604418,1.338030371,,0.3,0.3,-0.2876690193,-0.5385029187,-0.4298019411,-0.5385029187,-0.4113880898,-0.4088707333
4,15,2.039403054,2.961048981,2.51727275,0.8486666667,4.286662,9.163333333,167.697,0.7515,0.001,0.7395,0.04192425,0.267916375,0.0000008,0.309841425,0.267916375,0.2788615696,0.267917175,2.739035514,1.813714399,3.043326006,1.351560017,1.32840463,1.351558295,2,1,0,,2,2,1,4000,4000,1250,16,1.5,0.36,2.197855227,2.464993427,,0.3,0.3,-0.6349079831,-0.2601142478,-0.6843081206,-0.2601142478,-0.2601133052,-0.2472173179
4,16,3.064735038,4.094789597,3.705200913,1.96575,17.83998875,20.7055,788.869,1.755,0.001,1.695666667,0.19721725,1.114999297,0.0000008,1.312217347,1.114999297,1.169630843,1.115000097,1.498036895,1.494867719,1.680658485,1.3327125,1.285113993,1.332711777,2,0,0,,2,2,1,4000,4000,1250,16,1.5,0.36,3.529644235,5.65220715,,0.3,0.3,-0.3324596989,-0.2496506184,-0.432786419,-0.2496506184,-0.2496502114,-0.2218589126
4,17,3.605459632,4.717405427,4.063800722,2.793,29.66999175,30.853,945.082,2.696,0.001,2.490666667,0.2362705,1.854374484,0.0000008,2.090645784,1.854374484,1.910181027,1.854375284,1.335950844,1.359537913,1.462165083,1.261304273,1.230298363,1.261303818,2,0,0,,2,2,1,4000,4000,1250,16,1.5,0.36,5.027313641,8.302200083,,0.3,0.3,-0.251469465,-0.2071698946,-0.3360632709,-0.2071698946,-0.2071696082,-0.1871890344
4,18,17.50191393,18.11553999,17.80948764,16.3156,219.675985,182.6448,10265.3,15.23975,0.001,15.216,2.566325,13.72974906,0.0000008,16.29607486,13.72974906,14.45981018,13.72974986,1.00119815,1.171277381,1.12834123,1.15797662,1.10093178,1.157976555,2,0,0,,2,2,1,4000,4000,1250,16,1.5,0.36,5.316825552,50.71986475,,0.3,0.3,-0.001196715873,-0.1364247063,-0.1584894296,-0.1364247063,-0.1364246572,-0.09167850543
4,19,31.59981704,32.86745897,31.92649749,30.4806,402.067985,332.0124,18344.749,27.83875,0.001,27.38475,4.58618725,25.12924906,0.0000008,29.71543711,25.12924906,26.4189998,25.12924986,1.025749676,1.203375589,1.153737849,1.195821812,1.138227724,1.195821774,2,0,0,1,2,2,1,4000,4000,1250,16,1.5,0.36,5.697438222,91.28225658,,0.3,0.3,-0.02510327512,-0.1637550093,-0.1755657742,-0.1637550093,-0.1637549831,-0.1214411856
5,15,2.356583054,2.976368232,2.619613016,1.17625,6.30998025,7.43575,580.1725,0.8466666667,28.384,0.965,0.145043125,0.3943737656,0.0227072,0.5621240906,0.3943737656,0.4544166455,0.4542407125,2.0925095,1.978973616,2.588483524,1.559240331,1.444285313,1.44459738,3,0,0,,6,1,5,4000,4000,1250,16,1.5,0.36,1.902437357,2.990326835,,0.3,0.3,-0.5221049176,-0.3586620484,-0.6138229862,-0.3586620484,-0.3077656004,-0.3076160294
5,16,5.223544525,7.150508938,5.83520398,4.0592,33.9199762,29.389,2714.384,2.90175,60.117,3.172,0.678596,2.119998513,0.0480936,2.846688113,2.119998513,2.373354222,2.28696921,1.425937735,1.749656294,1.710322025,1.636775175,1.485061822,1.533527472,3,0,0,,6,1,5,4000,4000,1250,16,1.5,0.36,2.965217516,9.112491583,,0.3,0.3,-0.2987071067,-0.3890425422,-0.4365960756,-0.3890425422,-0.3479086495,-0.3266273596
5,17,11.97275316,12.65108814,12.22551217,10.78475,152.5099695,78.895,2214.378,8.821333333,97.156,9.397,0.5535945,9.531873094,0.0777248,10.16319239,9.531873094,9.625265843,9.609597894,1.061157713,1.108188516,1.120462559,1.090263684,1.080066387,1.08176379,3,0,0,,6,1,5,4000,4000,1250,16,1.5,0.36,10.33433713,24.87790052,,0.3,0.3,-0.05763301015,-0.08279069114,-0.1089642418,-0.08279069114,-0.07558377396,-0.07413098654
5,18,22.93165042,28.25399325,24.1273969,22.9128,258.61997,149.7674,32903.7724,17.067,171.191,18.11375,8.2259431,16.16374813,0.1369528,24.52664403,16.16374813,19.87842798,19.64870578,1.070434169,1.400217103,1.152646478,1.386658755,1.132143268,1.145141532,3,0,0,1,6,1,5,4000,4000,1250,16,1.5,0.36,2.001772684,41.45470632,,0.3,0.3,0.07043416889,-0.2788420392,-0.1424572387,-0.2788420392,-0.1267454968,-0.1167195637
,,,,,,,,,,,,,,,0.2,,,,,,,,,,3,0,0,,6,1,5,,,,,,,,,,0.3,0.3,,,,,,
6,15,1.525022235,1.525022235,1.525022235,0.481,0.159997,0.183,115.605,0.061,0,0,0.02890125,0.0099998125,0,0.2,0.02890125,0.03270038126,0.0320110125,2.405,2.290478236,14.70930862,1.23681783,1.224852389,1.227006346,,1,0,,1,1,0,4000,4000,1250,16,1.5,0.36,5.39182377,,,0.3,0.3,-0.5841995842,-0.2307696206,-0.9334490385,-0.1914734927,-0.18500829,-0.1835750909
6,16,1.480313406,2.042865608,1.645819132,0.47775,0.239997,0.495,166.512,0.165,0,0,0.041628,0.0149998125,0,0.2,0.041628,0.04743278535,0.0464650875,2.38875,2.222094961,10.07214728,1.189533598,1.172586049,1.175377701,,1,0,,1,1,0,4000,4000,1250,16,1.5,0.36,2.070472727,,,0.3,0.3,-0.5813710099,-0.2150710361,-0.9027418367,-0.1593343799,-0.1492096546,-0.1471841228
6,18,14.42195874,15.03395074,14.61072896,10.23675,98.704997,39.387,697.769,13.129,0,0,0.17444225,6.169062313,0,6.343504563,6.169062313,6.188602697,6.169062313,1.613737312,1.607261713,1.654129454,1.567874453,1.56319607,1.567874453,3,0,0,,1,1,0,4000,4000,1250,16,1.5,0.36,27.67249333,,,0.3,0.3,-0.3803204569,-0.3621938298,-0.3973612414,-0.3621938298,-0.3621938298,-0.3602849834
,,,,,,,,,,,,,,,0.2,,,,,,,,,,,0,0,,1,1,0,,,,,,,,,,0.3,0.3,,,,,,
,,,,,,,,,,,,,,,0.2,,,,,,,,,,,0,0,,1,1,0,,,,,,,,,,0.3,0.3,,,,,,
7,15,2.14902298,4.089808228,2.95658544,0.929,2.76497825,4.3255,325.5455,0.48825,16.88,0.52975,0.081386375,0.1728111406,0.013504,0.2677015156,0.1728111406,0.2105697018,0.2168620125,3.47028293,2.491878323,4.411840792,1.743582161,1.628197216,1.610437123,3,0,1,,6,1,4,4000,4000,1250,16,1.5,0.36,1.280197805,1.689771103,,0.3,0.3,-0.7118390575,-0.4264680941,-0.7665640339,-0.4264680941,-0.3790505786,-0.3858237871
7,16,3.067477583,3.577477778,3.342660422,1.762,9.49498175,9.74975,1712.7845,1.096,24.33875,1.18725,0.428196125,0.5934363594,0.019471,1.041103484,0.5934363594,0.8181771662,0.8367769875,1.692435023,2.22072001,2.1535678,1.848052031,1.495530596,1.472287668,3,0,0,,6,1,4,4000,4000,1250,16,1.5,0.36,1.505089031,3.716299758,,0.3,0.3,-0.4091353664,-0.4588896939,-0.525098191,-0.4588896939,-0.3207849106,-0.3313409953
7,17,4.086222261,5.11252277,4.736736892,3.1264,25.9719786,18.6328,3496.2128,2.0762,35.759,2.2608,0.8740532,1.623248663,0.0286072,2.525909063,1.623248663,2.028980751,2.02644869,1.237732603,1.71474142,1.540872184,1.576403433,1.308675258,1.310063784,3,0,0,,6,1,4,4000,4000,1250,16,1.5,0.36,1.768403681,6.879946635,,0.3,0.3,-0.1920710522,-0.3656446192,-0.3518268008,-0.3656446192,-0.2366783873,-0.2358684907
7,18,12.89322111,13.19565886,12.99489847,11.516,80.48664333,87.39233333,7478.694667,9.716,57.71666667,10.05366667,1.869673667,5.030415208,0.04617333333,6.946262208,5.030415208,5.76692833,5.566244433,1.657870039,2.201737251,1.99690361,2.136384593,1.879571521,1.943220556,3,0,0,,6,1,4,4000,4000,1250,16,1.5,0.36,4.478092788,29.04229095,,0.3,0.3,-0.3968164112,-0.5319194852,-0.5166512302,-0.5319194852,-0.4853903757,-0.4679638477
7,19,22.81375088,23.61686774,23.20142169,21.84425,157.6949693,166.22725,13175.1105,18.4805,101.784,19.21925,3.293777625,9.855935578,0.0814272,13.2311404,9.855935578,11.09228017,10.60119776,1.650972579,2.172274258,1.969320074,2.138252521,1.907414914,1.992870713,3,0,0,1,6,1,4,4000,4000,1250,16,1.5,0.36,5.142360471,50.38772799,,0.3,0.3,-0.3942964211,-0.5323283895,-0.5146916116,-0.5323283895,-0.4982113022,-0.4757302187
8,15,2.03930475,2.553469309,2.38141989,0.8813333333,13.939984,3.467,179.353,0.5716666667,23.83,0.254,0.04483825,0.871249,0.019064,0.93515125,0.871249,0.8798888818,0.890313,1.061064202,1.215486762,1.001641629,1.397029879,1.406833073,1.418660741,2,0,1,,8,1,7,4000,4000,1250,16,1.5,0.36,1.657782066,1.25615748,,0.3,0.3,0.06106420197,0.397029879,0.0101887292,0.397029879,0.4186607413,0.4068330731
8,16,3.577580796,4.595713819,4.087209519,1.526666667,27.07996367,6.806333333,225.638,1.034666667,38.045,0.9136666667,0.0564095,1.692497729,0.030436,1.779343229,1.692497729,1.702070704,1.722933729,1.165508665,1.239627334,1.114893474,1.344430827,1.350701335,1.364367072,2,0,0,,8,1,7,4000,4000,1250,16,1.5,0.36,2.903027744,2.765033673,,0.3,0.3,0.1655086654,0.344430827,0.1285592112,0.344430827,0.3643670715,0.3507013345
8,17,3.90585388,4.373555712,4.114161707,2.543,18.13497525,10.8285,933.06325,1.793,51.233,1.2245,0.2332658125,1.133435953,0.0409864,1.407688166,1.133435953,1.207968157,1.174422353,1.806508048,1.90710322,2.105187943,1.702784773,1.621844161,1.657301195,2,0,0,,8,1,7,4000,4000,1250,16,1.5,0.36,3.362300673,3.591052312,,0.3,0.3,-0.4464458649,-0.4127267192,-0.5381744581,-0.4127267192,-0.3966093775,-0.3834179485
8,18,12.89479512,12.89479512,12.89479512,11.62775,184.9899738,54.38775,1550.12,9.05575,85.639,4.60675,0.38753,11.56187336,0.0685112,12.01791456,11.56187336,11.61263267,11.63038456,1.033554605,1.011534765,1.001301801,1.02529495,1.02966031,1.031186993,2,0,0,,8,1,7,4000,4000,1250,16,1.5,0.36,13.17142525,12.5009769,,0.3,0.3,0.03355460509,0.02529495039,0.000226575165,0.02529495039,0.03118699313,0.02966030967
8,19,23.4429725,23.95591221,23.70946022,22.4328,360.6639634,106.6502,2716.6164,17.7616,154.359,8.4764,0.6791541,22.54149771,0.1234872,23.34413901,22.54149771,22.62610211,22.66498491,1.04062529,1.013760998,1.008616941,1.020893411,1.024664871,1.026398172,2,0,0,1,8,1,7,4000,4000,1250,16,1.5,0.36,18.13973919,20.01571712,,0.3,0.3,0.04062529031,0.0208934111,0.01035024217,0.0208934111,0.02639817198,0.02466487051
9,15,3.936430189,4.58563391,4.203656723,2.831333333,14.66663133,13.355,1418.704,1.280333333,35.234,7.272813384,0.354676,0.9166644583,0.0281872,1.299527658,0.9166644583,1.061462945,1.045259567,2.178740341,2.535527402,2.667387823,2.217758405,1.99184463,2.014811641,,0,0,,6,1,5,4000,4000,1250,16,1.5,0.36,1.955674766,22.1605638,,0.3,0.3,-0.541019193,-0.5490942577,-0.6308242642,-0.5490942577,-0.5036756887,-0.4979528097
9,16,5.283142068,6.136327952,5.652991384,4.1114,35.751966,20.1372,2087.327,2.2286,50.783,7.767015016,0.52183175,2.234497875,0.0406264,2.796956025,2.234497875,2.403125524,2.275124275,1.469955181,1.688808211,1.710855284,1.584661155,1.48795267,1.56023002,,0,0,,6,1,5,4000,4000,1250,16,1.5,0.36,2.711747265,22.8021522,,0.3,0.3,-0.3197071496,-0.3689502663,-0.446630278,-0.3689502663,-0.3590688634,-0.3279356122
9,17,8.182622714,10.54397109,9.157623108,7.74075,80.24996225,40.1455,3025.722,4.4605,74.658,8.261216647,0.7564305,5.015622641,0.0597264,5.831779541,5.015622641,5.213860922,5.075349041,1.32733927,1.484146867,1.484648347,1.439972728,1.388759086,1.42414957,,0,0,,6,1,5,4000,4000,1250,16,1.5,0.36,4.222237052,22.96527763,,0.3,0.3,-0.2466131136,-0.3055424034,-0.3443336833,-0.3055424034,-0.2978265619,-0.2799327039
9,18,15.9663754,16.94222254,16.52973781,15.0064,160.6799622,76.9848,5663.963,9.4234,120.549,8.755418279,1.41599075,10.04249764,0.0964392,11.55492759,10.04249764,10.40010238,10.13893684,1.298701345,1.465111395,1.442908873,1.442576631,1.394633571,1.429325677,,0,0,,6,1,5,4000,4000,1250,16,1.5,0.36,5.491521443,22.08514768,,0.3,0.3,-0.2300000275,-0.3067959246,-0.3243591509,-0.3067959246,-0.3003693866,-0.282965776
9,19,32.13324163,39.33906317,34.28184883,32.9656,424.2319596,222.9562,46918.135,18.5796,212.398,9.249619911,11.72953375,26.51449748,0.1699184,38.41394963,26.51449748,31.49733629,30.76514338,1.165273789,1.233996635,1.046615488,1.226649913,1.034788336,1.059130864,2,0,0,1,6,1,5,4000,4000,1250,16,1.5,0.36,1.544498763,19.68345975,,0.3,0.3,0.1652737892,-0.1847714747,-0.06675008554,-0.1847714747,-0.05582961087,-0.03361879382
10,15,3.058559939,4.08662857,3.742076449,0.9503333333,13.719978,10.28933333,1385.045,1.157666667,319.217,8.105731374,0.34626125,0.857498625,0.2553736,1.459133475,0.857498625,1.082879006,1.2183815,1.53539124,1.112766003,1.139472823,1.281127981,1.518287274,1.660871449,,0,1,,4,1,3,4000,4000,1250,16,1.5,0.36,1.791329229,14.59509666,,0.3,0.3,0.5353912399,0.2811279814,0.2820569975,0.2811279814,0.6608714486,0.518287274
10,16,12.26416695,12.9919775,12.68134559,2.44475,49.3549765,78.6145,853.49725,11.2305,443.84175,8.293197213,0.2133743125,3.084686031,0.3550734,3.653133744,3.084686031,3.201314957,3.439759431,1.49427702,1.343567249,1.309465163,1.409013613,1.456719483,1.554252758,,0,0,,4,1,3,4000,4000,1250,16,1.5,0.36,21.87585106,12.6599511,,0.3,0.3,0.4942770196,0.4090136134,0.406998438,0.4090136134,0.5542527585,0.4567194832
10,17,5.10732609,5.679697378,5.499108332,4.591,104.503974,20.4706,3118.6908,2.296,682.8066,8.480663051,0.7796727,6.531498375,0.54624528,7.857416355,6.531498375,6.813377423,7.077743655,1.711482543,1.466237938,1.484072625,1.501088733,1.562486914,1.620070498,3,0,0,,4,1,3,4000,4000,1250,16,1.5,0.36,2.126570395,10.02151888,,0.3,0.3,0.711482543,0.5010887334,0.5416562089,0.5010887334,0.6200704977,0.5624869141
10,18,12.58283793,13.50727225,12.96770981,11.49175,162.379993,47.711,5268.63375,7.03625,1115.93675,8.66812889,1.317158438,10.14874956,0.8927494,12.3586574,10.14874956,10.63581666,11.04149896,1.07543737,1.110448169,1.080476504,1.093541142,1.045102001,1.007915717,,0,0,,4,1,3,4000,4000,1250,16,1.5,0.36,4.350996066,7.267351289,,0.3,0.3,0.07543737029,-0.08553966432,-0.03918037179,-0.08553966432,-0.007853550373,-0.04315559759
10,19,23.25361533,24.23162919,23.57545487,22.6614,258.46797,91.4494,16029.1016,14.0996,5010.6518,8.855594728,4.0072754,16.15424813,4.00852144,24.17004497,16.15424813,18.7169222,20.16276957,1.066573335,1.385658321,1.210743933,1.372233227,1.187896022,1.104207691,2,0,0,1,4,1,3,4000,4000,1250,16,1.5,0.36,3.273438239,2.055367451,,0.3,0.3,0.06657333461,-0.2712609051,-0.1102593147,-0.2712609051,-0.09437327063,-0.158175479
11,15,4.085936558,6.139411577,4.77113286,2.15725,3.747985,9.056,619.326,0.19375,43.358,9.043060567,0.1548315,0.2342490625,0.0346864,0.4237669625,0.2342490625,0.3196931668,0.34595085,5.090651681,4.967771232,6.747876477,3.630211869,3.173858596,3.055807639,,0,0,,2,2,0,4000,4000,1250,16,1.5,0.36,2.347517419,27.01950413,,0.3,0.3,-0.8035614961,-0.7245339842,-0.839633399,-0.7245339842,-0.6727542705,-0.6849261019
11,16,3.497364783,10.17847052,5.608239077,0.6152,2.079988,7.5816,134.889,0.462,58.698,9.230526405,0.03372225,0.12999925,0.0469584,0.2106799,0.12999925,0.1587311789,0.1779356,2.920069736,1.864246661,3.87573509,1.255512126,1.18597074,1.143631319,,0,1,,2,2,0,4000,4000,1250,16,1.5,0.36,1.384384769,26.60413008,,0.3,0.3,-0.6575424252,-0.2035122724,-0.7107678804,-0.2035122724,-0.1255923277,-0.156808877
11,17,2.380513848,4.843833357,3.189275251,0.8646,2.0119832,2.6042,1301.6596,0.372,91.8842,9.417992243,0.3254149,0.12574895,0.07350736,0.52467121,0.3254149,0.3970141349,0.44183014,1.647889161,2.654191211,2.177756216,1.261425744,1.142118701,1.078283238,,0,1,,2,2,0,4000,4000,1250,16,1.5,0.36,1.681222849,25.21501114,,0.3,0.3,-0.3931630696,-0.4381807194,-0.4889774,-0.207246241,-0.07259988434,-0.1244342645
11,18,3.168717811,3.872860013,3.506418411,1.8102,15.0159896,6.8342,3113.867,0.9814,139.516,9.605458082,0.77846675,0.93849935,0.1116128,1.8285789,0.93849935,1.386906215,1.48518568,1.010152967,1.589987733,1.305207216,1.394070779,1.036231931,1.019326969,,0,0,,2,2,0,4000,4000,1250,16,1.5,0.36,1.098906409,23.3361501,,0.3,0.3,0.01015296652,-0.2826763065,-0.1795460833,-0.2826763065,0.0193269694,-0.03496507825
11,19,3.365414488,4.285754899,3.872311189,2.4272,16.519984,8.1996,3712.3278,1.1934,261.9694,9.79292392,0.92808195,1.032499,0.20957552,2.17015647,1.032499,1.608060834,1.77804028,1.118444699,1.969332227,1.509395633,1.743053316,1.23329521,1.135245216,,0,0,,2,2,0,4000,4000,1250,16,1.5,0.36,1.029061463,19.21780685,,0.3,0.3,,,,,,
12,15,1.53222006,2.04124218,1.75591139,0.283,0.393327,0.865,59.07,0.144,0,9.980389759,0.0147675,0.0245829375,0,0.2,0.0245829375,0.03171831274,0.03148035,1.415,1.260113538,8.922290485,1.358950309,1.384163649,1.383322792,2,0,1,,1,1,0,4000,4000,1250,16,1.5,0.36,2.185885417,33.26796586,,0.3,0.3,,,,,,
12,16,2.041519389,2.733934484,2.328718582,0.5993333333,0.979989,1.749666667,88.789,0.2953333333,0,10.1678556,0.02219725,0.0612493125,0,0.2,0.0612493125,0.06986184409,0.06675725,2.996666667,2.294104921,8.578836433,1.422752075,1.394246411,1.404389342,2,0,1,,1,1,0,4000,4000,1250,16,1.5,0.36,1.090961343,33.89285199,,0.3,0.3,,,,,,
12,17,2.207581655,2.207581655,2.207581655,0.815,0.359996,2.377,178.424,0.396,0,10.35532144,0.044606,0.02249975,0,0.2,0.044606,0.05470723155,0.0536846,4.075,3.662925464,14.89748205,2.014305275,1.965241833,1.970099926,2,0,1,,1,1,0,4000,4000,1250,16,1.5,0.36,1.149138436,34.51773812,,0.3,0.3,,,,,,
,,,,,,,,,,,,,,,0.2,,,,,,,,,,,0,0,,1,1,0,,,,,,,,,,0.3,0.3,,,,,,
,,,,,,,,,,,,,,,0.2,,,,,,,,,,,0,0,,1,1,0,,,,,,,,,,0.3,0.3,,,,,,
13,15,5.112740897,6.648648211,5.648547244,3.761333333,62.419989,47.44866667,1420.386,3.652333333,534.745,10.54278727,0.3550965,3.901249313,0.427796,4.684141813,3.901249313,4.065396971,4.329045313,1.245340787,1.090371139,1.080839322,1.132909246,1.176550063,1.246644447,2,0,0,,2,2,0,4000,4000,1250,16,1.5,0.36,5.575260032,14.48590989,,0.3,0.3,0.2453407867,0.1329092465,0.1509337059,0.1329092465,0.2466444468,0.1765500632
13,16,7.161251747,8.698545945,7.940529487,6.5116,106.0599822,82.3876,2046.051,6.3424,770.339,10.73025311,0.51151275,6.628748888,0.6162712,7.756532838,6.628748888,6.846961684,7.245020088,1.191186934,1.048705216,1.051502194,1.07327675,1.106788145,1.167918805,2,0,0,,2,2,0,4000,4000,1250,16,1.5,0.36,7.815527236,11.71078291,,0.3,0.3,0.1911869337,0.07327675034,0.1126328533,0.07327675034,0.1679188045,0.1067881448
