query,total_scan_mb,total_cpu_sec,shuffle_mb,expected_io,calculated_io,io_diff,expected_cpu,calculated_cpu,cpu_diff,expected_shuffle,calculated_shuffle,shuffle_diff
query_29,44.935,0.279991,27.87,0.01123375,0.01123375,0.0,0.00874971875,0.00874971875,0.0,0.022296,0.022296,0.0
query_30,108.01,0.05331433333,47.611,0.0270025,0.027002500000000002,3.469446951953614e-18,0.001666072917,0.0016660729165625,4.375000795669992e-13,0.0380888,0.0380888,0.0
query_31,,,,,0.0,,,,,,0.0,
query_32,63.06266667,0.053305,27.73733333,0.01576566667,0.0157656666675,2.5000002068509275e-12,0.00166578125,0.00166578125,0.0,0.02218986667,0.022189866664,5.999999108663445e-12
query_33,,,,,0.0,,,,,,0.0,
query_34,439.629,0.999982,154.2986667,0.10990725,0.10990725,0.0,0.0312494375,0.0312494375,0.0,0.1234389333,0.12343893336000002,6.000001884221007e-11
query_35,62.947,0.25999,0.08,0.01573675,0.01573675,0.0,0.0081246875,0.0081246875,0.0,6.4e-05,6.4e-05,0.0
query_36,0.009,0.31999,0.0,2.25e-06,2.2499999999999996e-06,4.235164736271502e-22,0.0099996875,0.0099996875,0.0,0.0,0.0,0.0
query_37,957.5506667,6.946619,516.705,0.2393876667,0.239387666675,2.5000002068509275e-11,0.2170818438,0.21708184375,5.000000413701855e-11,0.413364,0.413364,0.0
query_38,93.55933333,0.63997,1.014666667,0.02338983333,0.023389833332500002,2.5000036762978795e-12,0.0199990625,0.0199990625,0.0,0.0008117333333,0.0008117333336,2.999999337491288e-13
query_39,99.151,0.139996,0.693,0.02478775,0.02478775,0.0,0.004374875,0.004374875,0.0,0.0005544,0.0005543999999999999,1.0842021724855044e-19
query_40,,,,,0.0,,,,,,0.0,
query_41,,,,,0.0,,,,,,0.0,
query_42,204.737,1.593323333,0.066,0.05118425,0.05118425,0.0,0.04979135417,0.04979135415625,1.3750001137680101e-11,5.28e-05,5.28e-05,0.0
query_43,10.393,0.04666366667,7.708,0.00259825,0.0025982500000000003,4.336808689942018e-19,0.001458239583,0.0014582395834375,4.375000795669992e-13,0.0061664,0.0061664,0.0
query_44,70.213,0.039991,41.941,0.01755325,0.01755325,0.0,0.00124971875,0.00124971875,0.0,0.0335528,0.0335528,0.0
query_45,100.963,1.819980667,26.307,0.02524075,0.02524075,0.0,0.05687439583,0.05687439584375,1.3750001137680101e-11,0.0210456,0.021045599999999998,3.469446951953614e-18
query_46,665.519,14.56664967,114.6966667,0.16637975,0.16637975,0.0,0.4552078021,0.4552078021875,8.750000723978246e-11,0.09175733333,0.09175733336,3.000000248221113e-11
query_47,0.005,0.015,,1.25e-06,1.25e-06,0.0,0.00046875,0.00046875,0.0,0.0,0.0,0.0
query_48,54.8245,0.0799955,0.3155,0.013706125,0.013706125,0.0,0.002499859375,0.002499859375,0.0,0.0002524,0.0002524,0.0
query_49,6.805,1.653320333,0.131,0.00170125,0.0017012499999999999,2.168404344971009e-19,0.05166626042,0.05166626040625,1.3750001137680101e-11,0.0001048,0.0001048,0.0
query_50,1872.361,10.813298,1015.981,0.46809025,0.46809025000000004,5.551115123125783e-17,0.3379155625,0.3379155625,0.0,0.8127848,0.8127848,0.0
query_51,1.103,0.039981,0.027,0.00027575,0.00027575,0.0,0.00124940625,0.00124940625,0.0,2.16e-05,2.16e-05,0.0
query_52,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
query_53,0.34,0.2,0.066,8.5e-05,8.5e-05,0.0,0.00625,0.00625,0.0,5.28e-05,5.28e-05,0.0
query_54,1.259,0.51,0.025,0.00031475,0.00031475,0.0,0.0159375,0.0159375,0.0,2e-05,2e-05,0.0
query_55,40.198,0.42,9.487,0.0100495,0.0100495,0.0,0.013125,0.013125,0.0,0.0075896,0.0075896,0.0
query_56,555.84,10.77997167,159.22,0.13896,0.13896,0.0,0.3368741146,0.3368741146875,8.750000723978246e-11,0.127376,0.127376,0.0
query_57,13.37566667,1.473326667,2.636,0.003343916667,0.0033439166675,4.999997811616641e-13,0.04604145833,0.04604145834375,1.3750001137680101e-11,0.0021088,0.0021088,0.0
query_58,1608.239333,8.019989667,21.73733333,0.4020598333,0.40205983325,5.000000413701855e-11,0.2506246771,0.25062467709375,6.250000517127319e-12,0.01738986667,0.017389866663999998,6.000002578110397e-12
query_59,90.542,0.079989,34.773,0.0226355,0.0226355,0.0,0.00249965625,0.00249965625,0.0,0.0278184,0.027818400000000004,3.469446951953614e-18
query_60,0.016,0.46,0.0,4e-06,4e-06,0.0,0.014375,0.014375,0.0,0.0,0.0,0.0
query_61,102.84,0.399981,0.155,0.02571,0.02571,0.0,0.01249940625,0.01249940625,0.0,0.000124,0.000124,0.0
query_62,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
query_63,1116.626,1.673322333,1.029,0.2791565,0.2791565,0.0,0.05229132292,0.05229132290625,1.3750001137680101e-11,0.0008232,0.0008232,0.0
query_64,535.234,9.891986,163.935,0.1338085,0.1338085,0.0,0.3091245625,0.3091245625,0.0,0.131148,0.13114800000000001,2.7755575615628914e-17
query_65,69.381,0.06998975,0.061,0.01734525,0.01734525,0.0,0.002187179688,0.0021871796875,4.999997811616641e-13,4.88e-05,4.88e-05,0.0
query_66,10688.4628,307.6759716,6045.0592,2.6721157,2.6721157,0.0,9.614874113,9.6148741125,5.000000413701855e-10,4.83604736,4.836047359999999,8.881784197001252e-16
query_67,29.7962,1.3279812,6.878,0.00744905,0.00744905,0.0,0.0414994125,0.0414994125,0.0,0.0055024,0.0055024,0.0
query_68,404.77,6.2099875,122.95125,0.1011925,0.10119249999999999,1.3877787807814457e-17,0.1940621094,0.194062109375,2.499997431293366e-11,0.098361,0.098361,0.0
query_69,641.57,1.4319826,0.006,0.1603925,0.16039250000000002,2.7755575615628914e-17,0.04474945625,0.04474945625,0.0,4.8e-06,4.8e-06,0.0
query_70,7.021,0.0479932,1.852,0.00175525,0.00175525,0.0,0.0014997875,0.0014997875,0.0,0.0014816,0.0014816,0.0
query_71,2458.874,61.2079728,66.405,0.6147185,0.6147185,0.0,1.91274915,1.91274915,0.0,0.053124,0.053124,0.0
query_72,4.757,0.4466493333,0.961,0.00118925,0.00118925,0.0,0.01395779167,0.013957791665625,4.375000361989123e-12,0.0007688,0.0007687999999999999,1.0842021724855044e-19
query_73,1869.917,14.8559482,936.003,0.46747925,0.46747924999999996,5.551115123125783e-17,0.4642483813,0.46424838125,5.000000413701855e-11,0.7488024,0.7488024,0.0
query_74,865.84,2.275962,159.043,0.21646,0.21646,0.0,0.0711238125,0.0711238125,0.0,0.1272344,0.1272344,0.0
query_75,61.0645,2.0149805,0.43975,0.015266125,0.015266125,0.0,0.06296814063,0.062968140625,5.000000413701855e-12,0.0003518,0.0003518,0.0
query_76,116.9496667,1.0,0.545,0.02923741667,0.029237416675,5.000000413701855e-12,0.03125,0.03125,0.0,0.000436,0.000436,0.0
query_77,2179.563,31.0079396,788.655,0.54489075,0.54489075,0.0,0.9689981125,0.9689981125,0.0,0.630924,0.6309239999999999,1.1102230246251565e-16
query_78,128.0463333,2.146649667,33.98,0.03201158333,0.032011583324999995,5.000007352595759e-12,0.06708280208,0.06708280209375,1.3750001137680101e-11,0.027184,0.027183999999999996,3.469446951953614e-18
query_79,443.842,0.324985,0.332,0.1109605,0.11096049999999999,1.3877787807814457e-17,0.01015578125,0.01015578125,0.0,0.0002656,0.0002656,0.0
query_80,91.22725,0.099991,48.50525,0.0228068125,0.0228068125,0.0,0.00312471875,0.00312471875,0.0,0.0388042,0.0388042,0.0
query_81,0.18,0.066663,0.002,4.5e-05,4.4999999999999996e-05,6.776263578034403e-21,0.00208321875,0.00208321875,0.0,1.6e-06,1.6e-06,0.0
query_82,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
query_83,0.021,0.179,0.024,5.25e-06,5.2500000000000006e-06,8.470329472543003e-22,0.00559375,0.00559375,0.0,1.92e-05,1.92e-05,0.0
query_84,248.876,0.4933216667,21.122,0.062219,0.062219000000000003,6.938893903907228e-18,0.01541630208,0.015416302084375,4.375000361989123e-12,0.0168976,0.0168976,0.0
query_85,167.2584,0.6479866,48.2588,0.0418146,0.0418146,0.0,0.02024958125,0.02024958125,0.0,0.03860704,0.03860704,0.0
query_86,1012.9708,9.3079544,572.023,0.2532427,0.2532427,0.0,0.290873575,0.290873575,0.0,0.4576184,0.45761840000000004,5.551115123125783e-17
query_87,0.004,0.064,0.001,1e-06,1e-06,0.0,0.002,0.002,0.0,8e-07,8e-07,0.0
query_88,39.392,0.199988,4.268,0.009848,0.009848,0.0,0.006249625,0.006249625,0.0,0.0034144,0.0034143999999999997,4.336808689942018e-19
query_89,0.63,0.1799943333,0.0,0.0001575,0.0001575,0.0,0.005624822917,0.005624822915625,1.3749999402956625e-12,0.0,0.0,0.0
query_90,,,,,0.0,,,,,,0.0,
query_91,,,,,0.0,,,,,,0.0,
query_92,14.07,0.50666,3.65,0.0035175,0.0035175000000000002,4.336808689942018e-19,0.015833125,0.015833125,0.0,0.00292,0.00292,0.0
query_93,399.52,0.109993,0.035,0.09988,0.09988,0.0,0.00343728125,0.00343728125,0.0,2.8e-05,2.8000000000000003e-05,3.3881317890172014e-21
query_94,1.31,0.06666233333,0.126,0.0003275,0.0003275,0.0,0.002083197917,0.0020831979165625,4.374998627265647e-13,0.0001008,0.0001008,0.0
query_95,,,,,0.0,,,,,,0.0,
query_96,417.285,6.7919824,,0.10432125,0.10432125,0.0,0.21224945,0.21224945,0.0,0.0,0.0,0.0
query_97,77.1445,113.539991,39.4755,0.019286125,0.019286124999999998,3.469446951953614e-18,3.548124719,3.54812471875,2.5000002068509275e-10,0.0315804,0.031580399999999995,6.938893903907228e-18
query_98,202.736,1.68798,0.62,0.050684,0.050684,0.0,0.052749375,0.052749375,0.0,0.000496,0.000496,0.0
