query,min,max_estimate,runtime_s,exec_wallclock_s,total_cpu_sec,other_wallclock_s,total_scan_mb,scan_wallclock_s,shuffle_mb,shuffle_wallclock_s,io_time,cpu_time,shuffle_time,sum_estimate,max.1,powermean_estimate,multiwave_estimate,sum_qerror,cpu_only_qerror,powermean_qerror,max_offset_qerror,powermean_offset_qerror,multiwave_offset_qerror,type,short,complex,long,scans,aggs,joins,mem,ssd,net,cpu,factor,extra,io_acc,shuffle_acc,cpu_acc,0.3,offset_2,sum_rel_error,cpu_only_rel_error,powermean_rel_error,max_offset_rel_error,powermean_offset_rel_error,multiwave_offset_rel_error
26,1.432417309,2.370843766,1.884356325,0.4623333333,1.939987,4.433,37.04866667,0.3693333333,10.79666667,0.04533333333,0.02849897436,0.242498375,0.008637333333,0.2796346827,0.242498375,0.2511357083,0.2500400312,1.653347607,1.044824929,1.849037257,1.3031688,1.319480962,1.321850847,,1,0,0,5,1,4,4000,1300,1250,8,1.5,0.36,1.124305895,6.808176471,,0.3,0.3,-0.3951665118,0.3031687996,-0.4591780147,0.3031687996,0.3194809615,0.3218508472
27,1.731116659,2.453884295,1.994535979,0.542,1.066653667,5.541333333,14.699,0.4616666667,6.740333333,0.036,0.01130692308,0.1333317083,0.005392266667,0.2,0.1333317083,0.138723975,0.1362340277,2.71,1.626007927,3.978448035,1.098652268,1.09222659,1.0867735,,1,0,0,5,1,4,4000,1300,1250,8,1.5,0.36,1.482995181,8.483118519,,0.3,0.3,-0.63099631,-0.08979389606,-0.7486457053,-0.08979389606,-0.0844390632,-0.07984506458
28,5.200359297,5.547693352,5.438996216,3.7185,8.41497975,2.30825,797.45275,0.75775,2.25525,0.7545,0.6134251923,1.051872469,0.0018042,1.667101861,1.051872469,1.334042329,1.344699511,2.230517575,2.970350489,2.765301816,2.633736462,2.181322852,2.195045505,3,0,0,0,6,6,0,4000,1300,1250,8,1.5,0.36,1.205444002,2.499965209,,0.3,0.3,-0.5516735616,-0.6203112898,-0.6383758206,-0.6203112898,-0.5415625895,-0.544428579
29,1.835531417,2.142668263,1.960501515,0.5966666667,0.9033276667,3.679,205.743,0.4006666667,0.01,0.024,0.1582638462,0.1129159583,0.000008,0.2711878045,0.1582638462,0.2169518436,0.2167403228,2.200197268,1.906795262,2.752910298,1.151279741,1.034549941,1.034170656,,1,0,0,8,1,7,4000,1300,1250,8,1.5,0.36,1.14375336,12.50033333,,0.3,0.3,-0.5454952997,-0.2074034218,-0.6367480623,-0.1314013752,-0.03339610702,-0.03304160292
30,2.205558674,2.943675679,2.50496536,0.84825,0.364977,3.236,364.8575,0.447,137.29175,0.68875,0.2806596154,0.045622125,0.1098334,0.4361151404,0.2806596154,0.3904930154,0.3360764048,1.945013877,3.453475537,2.52397963,1.324026019,1.218616224,1.130257021,,1,0,0,11,4,9,4000,1300,1250,8,1.5,0.36,1.2990148,1.68056093,,0.3,0.3,-0.4858648507,-0.5218129973,-0.6038002891,-0.2447278333,-0.179397106,-0.1152454873
31,1.932279579,2.758738949,2.346935733,0.5995,1.29498975,0.83325,431.186,0.10825,186.67,0.20225,0.3316815385,0.1618737188,0.149336,0.6428912572,0.3316815385,0.5449736159,0.4618373892,1.072379078,1.656655261,1.298075933,1.153764034,1.370871375,1.509547316,,1,0,0,12,6,11,4000,1300,1250,8,1.5,0.36,5.835395274,2.221686032,,0.3,0.3,0.07237907792,-0.1294850396,-0.2296290422,0.1537640341,0.3708713748,0.5095473159
32,,,1.526375665,0.311,0.37999,1.58,233.036,0.079,,,0.1792584615,0.04749875,0,0.2267572115,0.1792584615,0.1898318654,0.1952089087,1.371510956,1.256572003,1.593164995,1.733950037,1.785237649,1.76794812,,1,0,0,7,3,6,4000,1300,1250,8,1.5,0.36,6.066562804,,,0.3,0.3,-0.2708771333,0.3102853698,-0.3723186215,0.7339500371,0.7852376486,0.7679481202
33,2.68708997,2.69228212,2.688820687,0.5303333333,0.65998,1.442,266.2753333,0.15,109.2133333,0.2633333333,0.2048271795,0.0824975,0.08737066667,0.3746953462,0.2048271795,0.3212136282,0.2724641156,1.415372085,1.877302749,1.946433688,1.065041822,1.192578471,1.28450087,,1,0,0,16,7,12,4000,1300,1250,8,1.5,0.36,3.36551453,1.471027848,,0.3,0.3,-0.293472006,-0.1656238215,-0.4862398826,0.06504182179,0.1925784706,0.2845008703
34,5.014416936,5.014416936,5.014416936,3.437,7.479985,40.286,23.429,3.362,2.301,6.712,0.01802230769,0.934998125,0.0018408,0.9548612327,0.934998125,0.936838925,0.9367198726,3.599475905,3.028198835,3.669186595,2.654057897,2.650533915,2.65029059,,0,0,0,2,1,1,4000,1300,1250,8,1.5,0.36,10.57158545,22.23688779,,0.3,0.3,-0.7221817769,-0.6232184681,-0.7274600312,-0.6232184681,-0.6227175232,-0.6226828848
35,3.44701133,4.29181027,3.846836099,2.33325,4.139972,8.76725,1783.91125,1.25575,543.56575,2.2245,1.372239423,0.5174965,0.4348526,2.324588523,1.372239423,1.980365981,1.725458904,1.003726026,3.251932239,1.352248955,1.346955836,1.118818499,1.003049815,,0,0,0,9,1,5,4000,1300,1250,8,1.5,0.36,1.331665875,3.027137687,,0.3,0.3,-0.003712194117,-0.6239166399,-0.2604912015,-0.257585161,-0.1061999768,0.003049814966
36,1.795961021,2.144158296,1.903593434,0.67475,1.9949905,4.103,1039.958,0.45575,0.11775,0.37625,0.7999676923,0.2493738125,0.0000942,1.049435705,0.7999676923,0.8696894106,0.8902866392,1.555295598,1.501533871,1.319431848,1.719107362,1.852962785,1.822437066,1,1,0,0,4,1,3,4000,1300,1250,8,1.5,0.36,2.41353306,1.253772982,,0.3,0.3,0.5552955981,-0.09688949611,0.3194318477,0.7191073617,0.8529627851,0.8224370664
37,2.159651557,2.159651557,2.159651557,0.485,0.179997,1.773,0.011,0.224,0,0.22,0.000008461538462,0.022499625,0,0.2,0.022499625,0.022499625,0.02249973439,2.425,2.179778955,21.55581002,1.267975099,1.267974737,1.267975099,,1,0,0,4,1,3,4000,1300,1250,8,1.5,0.36,1.339323489,1.363636364,,0.3,0.3,-0.587628866,-0.2113409794,-0.9536087951,-0.2113409794,-0.2113407538,-0.2113409794
38,7.947531479,8.525207686,8.106310366,6.55525,28.414949,14.3205,3845.895,2.38675,2057.4525,8.093,2.958380769,3.551868625,1.645962,8.156211394,3.551868625,6.854161515,5.779450396,1.244225833,1.747196039,1.134234149,1.675733678,1.067725867,1.100516611,,0,0,1,9,4,6,4000,1300,1250,8,1.5,0.36,1.365195672,4.158868467,,0.3,0.3,0.2442258334,-0.4032464628,-0.1183478286,-0.4032464628,-0.06343001468,0.1005166112
39,4.255945584,5.215567472,4.591501244,2.1105,3.82496475,27.45575,813.209,1.2475,6.57,0.759,0.6255453846,0.4781205938,0.005256,1.108921978,0.6255453846,0.8881887827,0.8801586008,1.903199721,3.112278287,2.397863292,2.141453892,1.701798462,1.690849997,,0,1,0,8,2,7,4000,1300,1250,8,1.5,0.36,1.347853947,2.486437613,,0.3,0.3,-0.4745690697,-0.6028805526,-0.5829620465,-0.5330275363,-0.4123863536,-0.4085814818
40,1.495820033,2.142702868,1.828706131,0.48075,0.754996,2.1485,396.285,0.35375,2.824,0.0885,0.3048346154,0.0943745,0.0022592,0.4014683154,0.3048346154,0.3332350538,0.3390298167,1.197479307,1.633123793,1.418016871,1.382911316,1.45404018,1.441986591,,1,0,0,3,3,2,4000,1300,1250,8,1.5,0.36,1.709779831,3.415358192,,0.3,0.3,-0.1649125005,-0.05486323453,-0.2947897728,0.3829113165,0.4540401804,0.4419865915
,,,,,,,,,,,,,,0.2,,,,,,,,,,,0,0,0,,,,,,,,,,,,,0.3,0.3,,,,,,
42,2.1417427,2.1417427,2.1417427,0.641,0.55999,4.268,10.013,0.475,0.003,0.469,0.007702307692,0.06999875,0.0000024,0.2,0.06999875,0.07000115,0.07169187665,3.205,2.374085065,8.941040881,1.490702008,1.484855367,1.490693688,,1,0,0,3,1,2,4000,1300,1250,8,1.5,0.36,1.54369983,1.563320827,,0.3,0.3,-0.6879875195,-0.329175117,-0.8881561987,-0.329175117,-0.3265337338,-0.3291713729
43,1.848153301,2.558324721,2.141957504,0.91225,1.95999025,8.00825,776.01175,0.89025,0.066,0.88725,0.5969321154,0.2449987813,0.0000528,0.8419836966,0.5969321154,0.6842909726,0.6974512642,1.083453283,2.050005614,1.307976696,1.048980121,1.159168281,1.144742091,,1,0,0,3,1,2,4000,1300,1250,8,1.5,0.36,1.007505886,2.956979572,,0.3,0.3,-0.07702527089,-0.33680594,-0.2354603845,0.048980121,0.1591682809,0.1447420911
44,2.45066287,3.033746594,2.67333557,1.18475,1.10498975,3.3345,76.128,0.3625,6.09,0.62925,0.05856,0.1381237188,0.004872,0.2015557188,0.1381237188,0.162218975,0.1630600479,5.878027214,3.503894978,7.265728272,2.378425189,2.265036308,2.26868432,,0,0,0,6,4,3,4000,1300,1250,8,1.5,0.36,1.010988398,2.063980949,,0.3,0.3,-0.8298748945,-0.5795537297,-0.8623675477,-0.5795537297,-0.5585059735,-0.5592158894
45,2.423698409,2.423698409,2.423698409,0.427,0.719991,1.21,284.486,0.135,167.741,0.214,0.2188353846,0.089998875,0.1341928,0.4430270596,0.2188353846,0.3851439712,0.3170575147,1.037534097,1.472419505,1.346758806,1.355586381,1.585614789,1.745067848,,1,0,0,6,1,4,4000,1300,1250,8,1.5,0.36,3.843225071,2.028938318,,0.3,0.3,0.03753409746,0.05386153396,-0.2574765463,0.3555863808,0.5856147886,0.7450678481
46,2.73038797,3.375607531,3.064405883,1.62775,6.25997975,13.79225,428.16825,1.36575,104.972,1.5155,0.3293601923,0.7824974688,0.0839776,1.195835261,0.7824974688,0.9734637288,0.9359938389,1.361182475,1.656747271,1.739060592,1.424729634,1.255985909,1.22069312,,0,0,0,7,1,6,4000,1300,1250,8,1.5,0.36,2.170060987,3.946844816,,0.3,0.3,-0.2653446407,-0.2981124443,-0.4249769074,-0.2981124443,-0.2038127238,-0.1807932859
47,8.599835207,10.07607686,9.352464348,7.7005,47.2899675,87.40675,4275.292,7.368,364.033,14.699,3.288686154,5.911245938,0.2912264,9.491158491,5.911245938,7.651172073,7.488689509,1.232537951,1.260054018,1.028284053,1.227905918,1.019244141,1.040344403,3,0,0,1,10,2,8,4000,1300,1250,8,1.5,0.36,2.053119076,24.86188032,,0.3,0.3,0.232537951,-0.1856053584,-0.02750606992,-0.1856053584,0.01924414111,0.04034440271
48,3.676944327,3.676944327,3.676944327,2.407,9.459985,20.786,2625.639,2.085,70.856,2.098,2.019722308,1.182498125,0.0566848,3.258905233,2.019722308,2.618461146,2.5906352,1.353928223,1.741051186,1.076292148,1.011462553,1.22585592,1.237416347,,0,0,0,1,1,0,4000,1300,1250,8,1.5,0.36,1.112576646,5.881943946,,0.3,0.3,0.353928223,-0.35916156,0.07629214807,-0.01133265156,0.2258559204,0.2374163466
49,1.803475736,1.834755732,1.819115734,0.5435,0.619986,1.073,217.223,0.1295,0.849,0.103,0.1670946154,0.07749825,0.0006792,0.2452720654,0.1670946154,0.1975633038,0.2006746522,2.215906647,1.95857091,2.708363982,1.031124174,1.031600096,1.025875444,,1,1,0,9,7,6,4000,1300,1250,8,1.5,0.36,3.606908227,2.919215534,,0.3,0.3,-0.548717451,-0.1950354186,-0.6307734091,-0.0301847003,0.031600096,0.02587544406
50,2.69711212,4.092732325,3.144415795,1.5665,7.414986,17.734,19.989,1.4795,0.131,1.47525,0.01537615385,0.92687325,0.0001048,0.9423542038,0.92687325,0.92697805,0.9281938151,1.662326112,1.390129724,1.687686316,1.217291602,1.216043721,1.217192477,,0,0,0,5,1,4,4000,1300,1250,8,1.5,0.36,4.691223423,4.915782753,,0.3,0.3,-0.3984333202,-0.1785041494,-0.4074728279,-0.1785041494,-0.1776611458,-0.1784372486
51,7.977184081,9.210505259,8.593578946,6.94,35.169964,29.66625,7480.79275,2.69675,4049.746,3.486,5.754455962,4.3962455,3.2397968,13.39049826,5.754455962,11.36035797,9.407250423,1.929466608,1.509928049,1.355511588,1.135015125,1.407384787,1.688812387,3,0,0,1,4,2,2,4000,1300,1250,8,1.5,0.36,2.245093524,1.015432243,,0.3,0.3,0.9294666083,-0.3146620317,0.3555115883,-0.1189544724,0.4073847871,0.6888123875
52,1.254643586,1.808813507,1.531728547,0.4975,0.976365,0.6715,4.686,0.0755,0.072,0.071,0.003604615385,0.122045625,0.0000576,0.2,0.122045625,0.122103225,0.1224590959,2.4875,1.544812168,4.062581031,1.032059984,1.031175501,1.031936677,,1,0,0,3,1,2,4000,1300,1250,8,1.5,0.36,4.021253184,4.22616338,,0.3,0.3,-0.5979899497,-0.03106407035,-0.7538510635,-0.03106407035,-0.03023297308,-0.03094829146
53,1.50565077,1.50565077,1.50565077,0.581,2.659984,4.018,62.201,0.341,0.69,0.67,0.04784692308,0.332498,0.000552,0.3808969231,0.332498,0.33305,0.3445055063,1.525347055,1.09108391,1.686475222,1.191907057,1.212574021,1.192857143,,1,0,0,4,1,3,4000,1300,1250,8,1.5,0.36,1.020078953,2.229231547,,0.3,0.3,-0.3444114921,0.1919070568,-0.4070473214,0.1919070568,0.2125740211,0.1928571429
54,3.371212384,3.579661791,3.475437088,1.4895,4.91997,0.842,1.2345,1.833,0.268,2.0085,0.0009496153846,0.61499625,0.0002144,0.6161602654,0.61499625,0.61521065,0.6150237952,2.417390545,1.827615771,2.421857514,1.527698183,1.527655025,1.527362319,2,0,0,0,11,5,7,4000,1300,1250,8,1.5,0.36,6.090720527,6.690218724,,0.3,0.3,-0.5863308054,-0.3454204431,-0.5870937931,-0.3454204431,-0.3454019502,-0.3452765022
55,1.369217172,1.906500074,1.637858623,0.567,1.7999905,4.2895,12.7205,0.4775,0.0675,0.4725,0.009785,0.2249988125,0.000054,0.2348378125,0.2249988125,0.2250528125,0.2263576994,2.414432301,1.334121375,2.504884974,1.031743937,1.034140563,1.031839175,2,1,0,0,3,1,2,4000,1300,1250,8,1.5,0.36,1.54139161,1.574716551,,0.3,0.3,-0.5858239638,0.03174393739,-0.6007800717,0.03174393739,0.03414056326,0.03183917549
56,2.040095782,2.080878457,2.06048712,0.32,0.176195,0.46,182.704,0.0675,32.6655,0.128,0.1405415385,0.022024375,0.0261324,0.2,0.1405415385,0.1666739385,0.1535689799,1.6,1.441283192,2.083754155,1.564192308,1.604903062,1.645856058,,1,0,0,16,4,9,4000,1300,1250,8,1.5,0.36,6.526541311,2.547909375,,0.3,0.3,-0.375,0.1938261719,-0.5200969377,0.5641923077,0.6049030623,0.6458560577
57,5.900142,6.439884399,6.153092884,4.4515,23.969966,47.92025,2619.9165,4.08825,440.93775,8.15325,2.015320385,2.99624575,0.3527502,5.364316335,2.99624575,4.362003108,4.085180948,1.205058145,1.392727702,1.089670215,1.326333151,1.001421551,1.060766732,,0,0,0,10,2,8,4000,1300,1250,8,1.5,0.36,1.765738352,12.49061279,,0.3,0.3,0.2050581455,-0.2460416152,-0.08229114948,-0.2460416152,-0.001419533175,0.06076673204
58,3.145565901,3.145565901,3.145565901,1.469,4.5159922,13.2232,68.8468,1.202,10.3828,1.2386,0.05295907692,0.564499025,0.00830624,0.6257643419,0.564499025,0.572805265,0.5759271268,2.347529096,1.921519782,2.550669923,1.588968685,1.569566645,1.574819585,,0,1,0,14,6,11,4000,1300,1250,8,1.5,0.36,3.405493947,4.017434094,,0.3,0.3,-0.5740201893,-0.3706609769,-0.6079461356,-0.3706609769,-0.3628814657,-0.365006627
59,5.827873857,6.922639829,6.502441169,4.1955,27.6599915,37.00875,6331,4.16825,32.302,8.168,4.87,3.457498938,0.0258416,8.353340538,4.87,6.68784075,6.658154483,1.991023844,1.147095343,1.586975208,1.24657371,1.672781428,1.679857168,3,0,1,0,8,1,6,4000,1300,1250,8,1.5,0.36,1.240328675,25.06739471,,0.3,0.3,0.991023844,-0.09009678525,0.5869752075,0.2465737099,0.6727814285,0.6798571684
